Job ID,Job Title,Job URL,Diversity Job,Employer,Location,Salary,Date Posted,Description,Position Type 0.0,Position Type 0.1,Position Type 0.2,Position Type 0.3
37370094,Assistant Professor of Environmental Policy & Sustainability Management,https://jobs.chronicle.com/job/37370094/assistant-professor-of-environmental-policy-and-sustainability-management/,False,The New School,"New York City, New York","Salary Range:   $94,000 to $119,000 per annum",2022-11-30,"The Milano School of Policy, Management, and Environment at The New School invites applicants for a full time, tenure-track Assistant Professor appointment in the Environmental Policy and Sustainability Management Masters of Science Program, beginning on July 1, 2023.
Milano's Environmental Policy and Sustainability Management (EPSM) program features an interdisciplinary curriculum with a critical approach to sustainability and environmental issues. The EPSM program is deeply rooted in a commitment to environmental justice, intersectional diversity, and systemic change that is attentive to history, diverse knowledges, and politics, and offers students the ability to engage with a broad range of contemporary environmental and sustainability topics. The comprehensive 42-credit MS program offers students the ability to select a concentration in either policy or management, as well as take advantage of international field studies opportunities through the International Affairs program. The program focuses on contemporary environmental and sustainability topics and offers students experiential, practice-based learning opportunities both inside and outside the classroom. EPSM has strong curricular and programmatic links to the Tishman Environment and Design Center, a university-wide hub for environmental research and practice around environmental justice and the design of sustainability transformations. The EPSM curriculum reflects The New School’s tradition of bridging critical theory and transformative practice in progressive service to the world. We are educating students towards meaningful careers that contribute to a more just and sustainable world.
The New School, a private university in New York City’s Greenwich Village, serves undergraduate and graduate students across a range of fields with a commitment to bringing practices in design and social research to studying issues of our time and challenging students to become engaged citizens dedicated to solving programs and contributing to the public good. 
You can find more information on The Schools of Public Engagement and the Environmental Policy & Sustainability Management MS program here. 
The New School is strongly committed to diversity and inclusion in the workplace and particularly seeks applications from members of underrepresented groups, as well as candidates who share this commitment.
Responsibilities
We seek a scholar with expertise in environmental fields such as critical political ecology, critical political economy, critical development studies, global environmental politics and policy, environmental social movements and civil society organizing, environmental and climate justice, and/or Earth system, climate, and sustainability governance and policy. Applicants can also bring a focus on special topics; for example: biodiversity, climate change, water, mining, forests, waste, migration, land defense, environmental resistance, food systems, environmental economics, international law,  borders, securitization, militarization, health, corporate power and financialization, or other topics. Diverse, cross-disciplinary and/or global approaches are particularly welcome. Ideal candidates will center critical and subaltern approaches; for example: intersectional, grassroots, frontline, counterhegemonic, radical, non-Western, non-orthodox, gendered, queer, Black, Indigenous, global South, anti-racist, decolonial, anti-imperialist, degrowth, posthumanist, postdevelopment, postextractivist, anarchist, or eco-Marxist approaches. A capacity to teach mixed and critical methodologies and/or field-related practice is a plus. The successful candidate will demonstrate high standards in scholarly research, practice, teaching, and service. The ideal candidate actively engages the public sphere, such as in relation to public intellectual work, civil society organizing, social mobilization, policy and/or legal engagement, or scholar-activism. 
The teaching course load is five graduate/undergraduate courses per year or their equivalent, plus advising students and supervising capstone research projects. The position also requires service to the program, to the Milano school, to the Schools of Public Engagement, and to the university. They may also be expected to serve in leadership roles in the program. A participatory role in the program’s community of critical learning, innovative research and public engagement is expected.  
Qualifications:


Doctoral degree or equivalent terminal degree in a relevant field. ABD doctoral candidates with a clear timeline for completion by the Summer of 2023 are welcome to apply.


Academic accomplishments commensurate with the rank of appointment.


Demonstrated successful experience in teaching, ideally with a trajectory in critical approaches. 


Demonstrated trajectory of work that decenters dominant knowledge systems while foregrounding historically marginalized and underrepresented knowledges and perspectives. 


Commitment to collaborating across the University and with external partners.


Demonstrated trajectory of work committed to diversity, equity, and justice.


We welcome applicants from underrepresented backgrounds, including but not limited to Black, Indigenous, People of Color, women, and gender diverse identifying applicants.


Ability to adhere to University COVID-19 Policy


 
WORK MODALITY
On-Campus Position: Faculty are expected to work on-campus due to the nature of the work in accordance with University policies as set forth in the Full-Time Faculty Handbook.
Salary Range: 
$94,000 to $119,000 per annum
 
To apply
To ensure consideration, completed applications must be received by January 30, 2023. However, review of applications will start immediately and may continue until the position is filled.
Interested applicants must submit:
1) cover letter that includes: statement of teaching, research & service to discipline and community 
2) curriculum vitae
3) writing sample 
4) names and contact information of three references
5) teaching evaluations (and/or any other evidence of teaching excellence)
Applicants may be contacted at the discretion of the search committee for additional materials.
For information on the University benefits package including health and retirement plans, please visit http://www.newschool.edu/human-resources/benefits/
We look forward to receiving your application!
",Faculty Positions,,,
37370059,Assistant Professor of Sport Management,https://jobs.chronicle.com/job/37370059/assistant-professor-of-sport-management/,False,Northern Vermont University,"Vermont, United States",Salary Not specified,2022-11-30,"
Assistant Professor of Sport Management

Job Category: Instructional
Requisition Number: ASSIS002121
Posted: November 14, 2022
Full-Time
Locations:Castleton, VT 05735, USA

Job Details
Description
Vermont State University at Castleton seeks applications for a
full-time, tenure track sport management faculty position in the
College of Nursing and Health Sciences, beginning fall 2023. The
successful applicant will be competent to teach a variety of
undergraduate courses and graduate courses in sport management and
athletic leadership that might include Sport Communications,
Governance of Sport, Sport Finance and Budgeting, and Facility
Management and Design, among others. Qualifications include a
commitment to undergraduate and graduate students, and completion
of an earned doctorate (degrees in progress might be considered) in
sport management or a related field, OR an MBA and five years of
significant experience in the field. Candidates for this position
will be evaluated principally on the basis of their potential to be
outstanding teachers. Strong interpersonal skills and the ability
to work effectively with students, faculty, and staff are also
essential.

Review of applications will begin upon receipt and will continue
until the position is filled. Please include curriculum vitae,
cover letter, three letters of recommendation, and a statement of
your teaching philosophy. All required documents must be submitted
via this online process. We regret we are unable to accept
applications or documents submitted via mail, email or fax.

VTSU values individual differences that can be engaged in the
service of learning. Diverse experiences from people of varied
backgrounds inform and enrich our community. VTSU strongly
encourages applications from historically marginalized and
underrepresented populations. VTSU is an Equal Opportunity
Employer, in compliance with ADA requirements, and will make
reasonable accommodations for the known disability of an otherwise
qualified applicant. Please contact Sarah Potter for assistance
with accommodations at Sarah.Potter@vsc.edu.

NOTE: This job is subject to a fingerprint-supported criminal
background check. Any offer of employment is contingent upon the
satisfactory results of this check.

If interested, please apply: https://recruiting.ultipro.com/VER1019VTSC/JobBoard/06c15f89-c0e8-40fd-9477-9f41de684a57/OpportunityDetail?opportunityId=f0a63dc3-386d-488f-b525-d5130db3c3f6

jeid-0817e671dfd045c98fa5ae4d40ca93f6",Faculty Positions,Health & Medicine,Kinesiology,Exercise Physiology & Physical Education
37370162,Assistant Professor in Nutrition,https://jobs.chronicle.com/job/37370162/assistant-professor-in-nutrition/,False,University of New Mexico,"New Mexico, United States",Salary Not specified,2022-11-30,"

Requisition ID: req22267

Working Title:
Assistant Professor in Nutrition

Position Summary:
The Department of Individual, Family and Community Education(IFCE)
in the Collegeof Education & Human Sciences (COEHS) at the
University of New Mexico (UNM) invites applications for two
Assistant Professorpositions in the Nutrition & Dietetics
Program beginning August 2023. Salary will be commensurate with
experience and education.

The UNM Nutrition & Dietetics Program has a Didactic Programin
Dietetics (DPD) and a Dietetic Internship (DI), both accredited by
theAccreditation Council for Education in Nutrition and Dietetics
(ACEND), and aMaster of Science (MS) Program in Nutrition. The
successful candidate will beexpected to teach courses at both
undergraduate and graduate levels and provideadvisement to graduate
students. The candidate is expected to maintain anactive research
agenda, as broadly defined in our department and university.

UNM is the state's flagship research university as well as
aHispanic-Serving Institution classified as a Carnegie Research
University withHighest Research Activity. UNM also has strong
connections with 23 tribalnations located within New Mexico. As
such, successful candidates must becommitted to working with
broadly diverse student and community populations.

Responsibilities:

The successful candidate will teach undergraduate and
graduatecourses in the Nutrition & Dietetics Program. Some of
the courses mayinclude Nutrition for Health, Human Nutrition,
Methods in Nutrition Education,Management in Dietetics, Energy
Nutrients in Human Nutrition, Vitamins andMinerals in Human
Nutrition, Methods in Nutrition Research, Clinical
NutritionAssessment and Skills, and Applied Nutrition and
Exercise.

A complete application packet will include:

1. Cover letter
2. Resume/CV
3. Statement of teaching philosophy
4. Transcripts for all collegiate coursework (readable,
unofficialcopies will be accepted)
5. Contact information for three professional references

Applications should be submitted online through UNMJobs(http://www.unm.edu/jobs/). For
bestconsideration, complete applications should be submitted by 5pm
(MST) onNovember 30, 2022. Applicants who are appointed to a UNM
tenure track facultyposition are required to provide an official
certification of successfulcompletion of all degree requirements
prior to their initial employment withUNM.

TheUniversity of New Mexico is committed to hiring and retaining a
diverseworkforce. We are an Equal Opportunity Employer, making
decisions withoutregard to race, color, religion, sex, sexual
orientation, gender identity,national origin, age, veteran status,
disability, or any other protected class.

Positions will remain open until filled. Consideration and
reviewwill not take place until all required documents are
received.

UNM is in Albuquerque - a metropolitan area of more than
942,000people - between the beautiful Rio Grande River and the
picturesque SandiaMountains. Albuquerque is a unique city with a
blend of traditions, people, andcultures. The city has fantastic
local cuisine, a variety of art galleries,sporting events, and easy
access to a myriad of outdoor recreationalopportunities.

Learnmore about life in Albuquerque: https://advance.unm.edu/why-abq/

Any questions about this position should be directed to Dr.
PeterPribis, pribis@unm.edu, DPD Program Directorand Associate
Professor of Nutrition & Dietetics.


Campus:
Main - Albuquerque, NM

Benefits Eligble:
The University of New Mexico provides a comprehensive package of
benefits including medical, dental, vision, and life insurance. In
addition, UNM offers educational benefits through the tuition
remission and dependent education programs. See the Benefits home
page for more information.

Department:
Individual Family Comm Educ IFCE (734A)

Employment Type:
Faculty

Faculty Type:
Tenure/Tenure-Track


Hiring Department:
College of Education

Academic Location:
Individual Family Comm Educ IFCE (734A)


Benefits Eligible:
The University of New Mexico provides a comprehensive package of
benefits including medical, dental, vision, and life insurance. In
addition, UNM offers educational benefits through the tuition
remission and dependent education programs. See the Benefits home
page for more information.


For Best Consideration Date:
For best consideration, please apply by 11/30/2022. This position
will remain open until filled.




MinimumQualifications:

Doctoratedegree in Nutrition by start date, August 14,
2023.
RegisteredDietitian Nutritionist (RDN) by start date, August
14, 2023.
Atleast 1 year of experience teaching nutrition or related area
at the college oruniversity undergraduate level.


Preferred Qualifications:

Experience workingwith students of diverse cultural
backgrounds.
Experience teaching hybrid and online courses.
A demonstratedcommitment to diversity, equity, inclusion, and
student success, as well asworking with broadly diverse
communities.

PI198104657
",Faculty Positions,Health & Medicine,Nutrition,
37370163,Coordinator of First-Year Composition Program & Assistant Professor of English,https://jobs.chronicle.com/job/37370163/coordinator-of-first-year-composition-program-and-assistant-professor-of-english/,False,Rocky Mountain College,"Billings, Montana",Commensurate on experience,2022-11-30,"Coordinator of First-Year Composition Program & Assistant Professor of English
The English Program at Rocky Mountain College in Billings, Montana, invites applications for a tenure-eligible, First-Year Composition Program Coordinator and Assistant Professor of English. The successful candidate will have completed a PhD in Composition and Rhetoric or be ABD and close to completing their dissertation at the time of application. We seek a collaborative colleague with pedagogical knowledge in Composition and Rhetoric and experience coordinating an evolving and small first-year writing program. The candidate must have experience and demonstrated excellence in teaching first-year composition for at least five years. Advising undergraduate students is also required. The successful candidate will support and carry out the mission of the college as well as demonstrate a commitment to developing and enhancing a culture of rigor, excellence, and achievement.
The position requires a credit load of 9 credits each semester (3/3), for a total of 18 credit hours per academic year. With approximately twelve sections of first-year composition taught each semester for a two-course first-year writing sequence, our small program is looking for a coordinator to facilitate monthly meetings on first-year composition instructional approaches and assist instructors with dovetailing their curricula. Courses that need to be taught include First-Year Writing Seminar, Critical Reading & Evaluative Writing, with the possibility of Professional Writing. Opportunities to teach other courses may emerge, but this position’s focus will remain on the first-year writing sequence. Salary is commensurate with experience. The English Program offers majors and minors in Literary Studies, English Education, and Creative Writing. Information about the English program is available at https://www.rocky.edu/english.
 Rocky Mountain College is a private, comprehensive baccalaureate college located in Billings, Montana with approximately 860 undergraduate students. The school is dedicated to academic excellence and transformational learning. Information about Rocky Mountain College can be found at https://www.rocky.edu/. Billings is the largest city in Montana. It is a growing community of about 125,000 people located along the Yellowstone River, near the Beartooth Mountains and Yellowstone Park that serves as the center of culture, commerce, and health care for a multi-state region.
Questions should be directed to Professor of English Nick Plunkey at nick.plunkey@rocky.edu  or Human Resources, at humanresources@rocky.edu. Review of application materials will start on November 14, 2022 and will continue until the position is filled.
Benefits are available for this faculty position. They include medical, dental, vision, and life insurance, long term disability, short term disability, 403(b) retirement plan and tuition remission. Applicants must successfully complete a background check before hiring.
To apply, please submit a letter of interest, curriculum vitae, teaching statement, and one course syllabus via email as a single PDF to jobs@rocky.edu. Also complete a Rocky Mountain College Faculty Employment Application.
Rocky Mountain College is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.
",Faculty Positions,Humanities,English & Literature,
37370168,Assistant Professor of Psychology,https://jobs.chronicle.com/job/37370168/assistant-professor-of-psychology/,False,Rocky Mountain College,"Billings, Montana",Commensurate on experience,2022-11-30,"The Psychology Program at Rocky Mountain College in Billings, Montana invites applications for a tenure-track assistant professor of psychology. The successful candidate will have completed a PhD in psychology or be ABD and close to completing their dissertation at the time of application. The specific area and period of specialization is open; however, we seek candidates who can teach a broad range of courses. The position requires a credit load of 12 credits each semester (4/4), for a total of 24 credit hours per academic year. Courses that need to be taught include General Psychology, Human Development II, Social Psychology, Counseling Psychology, and Research Methods in Psychology. Other courses are open to a candidate’s area of expertise and research. Candidates with liberal arts teaching experience are preferred, and the successful candidate will support and carry out the mission of the college as well as demonstrate a commitment to developing and enhancing a culture of rigor, excellence, and achievement. Salary is commensurate with experience. The start date for the position is August 1, 2023.
 
Rocky Mountain College is a private, comprehensive baccalaureate college located in Billings, Montana. The school is dedicated to academic excellence and transformational learning. The Psychology Program offers both majors and minors, with 70 current majors and 20 minors. Information about the Psychology Program is available at https://www.rocky.edu/psychology.
 
Billings is the largest city in Montana. It is a growing community of about 125,000 people located along the Yellowstone River, near the Beartooth Mountains and Yellowstone Park, and serving as the center of culture, commerce, and health care for a multi-state region.
 
Benefits are available for this faculty position, and include medical, dental, vision, and life insurance, long term disability, short term disability, 403(b) retirement plan and tuition remission. Applicants must successfully complete a background check before hiring.
 
To apply, please submit a letter of interest, curriculum vitae, teaching statement, and one course syllabus via email as a single PDF to jobs@rocky.edu. Three letters of recommendation are also required, and may be included in the original application packet, or emailed under separate cover (be clear as to whom the letter is for) to jobs@rocky.edu.  Also complete a Rocky Mountain College Faculty application. Questions should be directed to Professor of Psychology Barbara J. Vail at vailb@rocky.edu or Human Resources, at humanresources@rocky.edu. Review of applications will begin immediately and continue until the position is filled.
 
Rocky Mountain College is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.
 
",Faculty Positions,Social & Behavioral Sciences,Psychology,
37370169,Assistant Professor of Math,https://jobs.chronicle.com/job/37370169/assistant-professor-of-math/,False,Rocky Mountain College,"Billings, Montana",Commensurate on experience,2022-11-30,"The Department of Mathematics at Rocky Mountain College invites applications for a tenure-track faculty position at the Assistant Professor level to begin August 1,  2023. The successful candidate will possess a strong background in mathematics and demonstrated excellence as an instructor. A Ph.D. in mathematics or mathematics education is preferred for this position.  Candidates with a Master’s degree in mathematics or mathematics education will also be considered. 
 
The position requires teaching an average course load of 12 credits each semester, for a total of 24 credit hours per academic year, service to the college, and participation in curriculum and course development. Courses to be taught include service courses such as College Algebra and statistics, and mathematics courses across the undergraduate curriculum. The successful candidate will support and carry out the mission of the college as well as demonstrate a commitment to developing and enhancing a culture of rigor, excellence, and achievement. Salary is commensurate with experience.
 
Rocky Mountain College is a private, comprehensive, baccalaureate college located in Billings, Montana. The school is dedicated to academic excellence and transformational learning. The Department of Mathematics offers majors in mathematics and mathematics education and offers service classes to the entire campus. Information about the Department of Mathematics is available at https://www.rocky.edu/math.  Information about Rocky Mountain College is available at http://www.rocky.edu. Billings is the largest city in Montana. It is a growing community of about 125,000 people located along the Yellowstone River, near the Beartooth Mountains and Yellowstone Park that serves as the center of culture, commerce, and health care for a multi-state region.
 
Questions should be directed to Dr. Ulrich Hoensch, Professor of Mathematics, at ulrich.hoensch@rocky.edu or Human Resources, at humanresources@rocky.edu. Review of applications will begin on January 11, 2023 and will continue until the position is filled.
To apply, please submit a letter of interest; statement of teaching philosophy; and curriculum vitae as a single PDF to jobs@rocky.edu.  Three letters of recommendation, at least one of which addresses the candidate’s commitment to teaching , are also required, and may be included in the original application packet, or emailed under separate cover (be clear as to whom the letter is for) to jobs@rocky.edu.  Also complete Rocky Mountain College Faculty application. Applicants must successfully complete a background check before hiring.
 
 
Rocky Mountain College is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.
 
 
",Faculty Positions,Science,Technology & Mathematics,Mathematics
37370170,Assistant Professor of Business,https://jobs.chronicle.com/job/37370170/assistant-professor-of-business/,False,Rocky Mountain College,"Billings, Montana",Commensurate on experience,2022-11-30,"The Business Program at Rocky Mountain College in Billings, Montana invites applications for a tenure-track position in Business. The college is seeking  to expand the Business Program and is searching for a faculty member who can teach in one or more of the following areas: management, marketing, entrepreneurship, data analytics, economics, or information systems. The position requires a teaching load of 12 credits each semester, for a total of 24 credit hours per academic year.  The successful candidate may have the opportunity to develop new courses based on their expertise and interest.  
The successful candidate will support and carry out the mission of the college as well as demonstrate a commitment to developing and enhancing a culture of rigor, excellence, and achievement. An earned Ph.D. or DBA is preferred, and a master’s degree in a business-related discipline is required. The start date for the position is August 1, 2023. 
 
Rocky Mountain College is a private, comprehensive  college located in Billings, Montana. The school is dedicated to academic excellence and transformational learning. Information about Rocky Mountain College can be found at https://www.rocky.edu/. Information about the business program is available here: 2022-2023 RMC Catalog and Business Program Webpage. 
 Questions should be directed to Professor of Business James Smith at smithj@rocky.edu or Human Resources, at humanresources@rocky.edu. Review of applications will begin immediately and continue until the position is filled. 
 Benefits are available for this faculty position. Benefits include medical, dental, vision, and life insurance, long term disability, short term disability, 403(b) retirement plan, and tuition remission. Applicants must successfully complete a background check before hiring.
 To apply, please submit a cover letter, curriculum vitae, teaching statement, and at least one course syllabus via email as a single PDF to jobs@rocky.edu. Also complete a Rocky Mountain College Faculty Employment Application.
Rocky Mountain College is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.
 
 
",Faculty Positions,Business & Management,,
37370171,Assistant Professor of Health & Human Performance,https://jobs.chronicle.com/job/37370171/assistant-professor-of-health-and-human-performance/,False,Rocky Mountain College,"Billings, Montana",Commensurate on experience,2022-11-30,"The Health and Human Performance Department at Rocky Mountain College in Billings, Montana invites applications for a tenure-track position in the HHP Department. The department is searching for a faculty member who can teach in one or more of the following areas: biomechanics, health and wellness, sports psychology, and/or other discipline-related courses in exercise science. The position requires a teaching load of 12 credits each semester, for a total of 24 credit hours per academic year. The successful candidate may have the opportunity to develop new courses based on their expertise and interest. 
 
The successful candidate will support and carry out the mission of the college as well as demonstrate a commitment to developing and enhancing a culture of rigor, excellence, and achievement. An earned Ph.D. or ABD in the field of exercise science/kinesiology from an accredited institution is required. Salary is commensurate with experience. The start date for the position is August 1, 2023. 
 
Rocky Mountain College is a private, comprehensive college located in Billings, Montana. The school is dedicated to academic excellence and transformational learning. Information about Rocky Mountain College can be found at https://www.rocky.edu/. Information about the HHP curriculum is available here: 2022-2023 RMC Catalog. To learn more about our program please visit our department website.
 
Questions should be directed to Assistant Professor of Health and Human Performance, Dr. Chris Irvine at christopher.irvine@rocky.edu or Human Resources, at humanresources@rocky.edu. Review of applications will begin immediately and continue until the position is filled. To apply, please submit a cover letter, curriculum vitae, teaching statement, and at least one course syllabus via email as a single PDF to jobs@rocky.edu. Also complete a Rocky Mountain College Faculty application..
 
Benefits are available for this faculty position. Benefits include medical, dental, vision, and life insurance, long term disability, short term disability, 403(b) retirement plan, and tuition remission. Applicants must successfully complete a background check before hiring. 
 

Rocky Mountain College is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.
 
",Faculty Positions,Health & Medicine,Kinesiology,Exercise Physiology & Physical Education
37370193,"AC Track Faculty Position, Myeloma - Senior ranks",https://jobs.chronicle.com/job/37370193/ac-track-faculty-position-myeloma-senior-ranks/,False,University of Pennsylvania,"Pennsylvania, United States",Salary Not specified,2022-11-30,"

AC Track Faculty Position, Myeloma - Senior ranks


Location: Philadelphia, PA
Open Date: Nov 29, 2022
Deadline: Nov 29, 2024 at 11:59 PM Eastern Time

The Division of Hematology-Oncology in the Department of Medicine
at the Perelman School of Medicine at the University of
Pennsylvania seeks candidates for several Associate or Full
Professor positions in the non-tenure academic clinician track.
Expertise is required in the specific area of myeloma and
amyloidosis. Selected candidates will be expected to provide
leadership in this area. Applicants must have an M.D. or equivalent
degree. Board certification in Medical Oncology or an equivalent is
required.

Teaching responsibilities may include teaching hematology/oncology
fellows, residents, and medical students. The academic clinician
track requires 100 credits per year of active and high-quality
teaching.

Clinical responsibilities may include care of patients with myeloma
and amyloidosis, including autologous stem cell transplantation and
CAR T cell therapy. Selected candidates will provide patient care
in an outpatient setting and as an attending on the inpatient
service at the Hospital of the University of Pennsylvania (HUP).
Within the outpatient setting candidates will provide care to
patients in collaboration with a multidisciplinary team of nurse
practitioners, nurses, and transplant and cellular therapy
coordinators. As an attending, candidates will provide care to
patients on the hematologic malignancies service.

Engagement in clinical investigation is a high priority in this
position. Selected candidates will be expected to conduct and lead
clinical trials as part of their responsibilities. Experience
and/or advanced training in the conduct of clinical trials is
preferred, but not required. Participation in our weekly myeloma
clinical trials meeting is required. It will also be expected that
selected candidates participate in our weekly myeloma case
conference as well as our weekly amyloidosis case conference.

Rank will be commensurate with experience.

We seek candidates who embrace and reflect diversity in the
broadest sense. The University of Pennsylvania is an EOE.
Minorities/women/individuals with disabilities/protected veterans
are encouraged to apply.


Qualifications


Application Instructions


To apply, visit https://apply.interfolio.com/117919

The University of Pennsylvania values diversity and seeks
talented students, faculty and staff from diverse backgrounds. The
University of Pennsylvania is an equal opportunity and affirmative
action employer. Candidates are considered for employment without
regard to race, color, sex, sexual orientation, gender identity,
religion, creed, national or ethnic origin, citizenship status,
age, disability, veteran status or any other legally protected
class. Questions or concerns about this should be directed to the
Executive Director of the Office of Affirmative
Action and Equal Opportunity Programs, University of
Pennsylvania, 421 Franklin Building, 3451 Walnut Street,
Philadelphia, PA 19104-6205; or (215) 898-6993 (Voice) or (215)
898-7803 (TDD).
jeid-0c00024880829e41b779b7865f743671",Faculty Positions,Health & Medicine,Medicine,
37370195,"AC Track, Faculty Position, Medical Director - Infectious Diseases - PCAM, Senior ranks",https://jobs.chronicle.com/job/37370195/ac-track-faculty-position-medical-director-infectious-diseases-pcam-senior-ranks/,False,University of Pennsylvania,"Pennsylvania, United States",Salary Not specified,2022-11-30,"

AC Track, Faculty Position, Medical Director - Infectious
Diseases - PCAM, Senior ranks


Location: Philadelphia, PA
Open Date: Nov 29, 2022
Deadline: Nov 29, 2024 at 11:59 PM Eastern Time

The Division of Infectious Diseases in the Department of Medicine
at the Perelman School of Medicine at the University of
Pennsylvania seeks candidates for an Associate or Full Professor
position in the non-tenure academic clinician track. Expertise is
required in the specific area of general outpatient and inpatient
infectious diseases. Applicants must have an M.D or M.D./Ph.D.
degree. Applicants must be board certified or board eligible in
Infectious Diseases.

Teaching responsibilities may include Infectious Diseases fellows,
residents and medical students. The academic clinician track
requires 100 credits per year of active and high quality teaching.
There will be an expectation of the ability of the candidate to
provide management and/or leadership.

Clinical responsibilities may include outpatient sessions at the
Perelman Center for Advanced Medicine (PCAM) as well as inpatient
weeks at the Hospital of the University of Pennsylvania (HUP).
Clinical areas of focus may include general Infectious Diseases,
HIV, and infections in immunocompromised hosts. The selected
candidate will serve as Medical Director of the Infectious Diseases
Outpatient Clinic at the Perelman Center for Advanced
Medicine.

We seek candidates who embrace and reflect diversity in the
broadest sense. The University of Pennsylvania is an EOE.
Minorities/women/individuals with disabilities/protected veterans
are encouraged to apply.


Qualifications


Application Instructions


To apply, visit https://apply.interfolio.com/116729

The University of Pennsylvania values diversity and seeks
talented students, faculty and staff from diverse backgrounds. The
University of Pennsylvania is an equal opportunity and affirmative
action employer. Candidates are considered for employment without
regard to race, color, sex, sexual orientation, gender identity,
religion, creed, national or ethnic origin, citizenship status,
age, disability, veteran status or any other legally protected
class. Questions or concerns about this should be directed to the
Executive Director of the Office of Affirmative
Action and Equal Opportunity Programs, University of
Pennsylvania, 421 Franklin Building, 3451 Walnut Street,
Philadelphia, PA 19104-6205; or (215) 898-6993 (Voice) or (215)
898-7803 (TDD).
jeid-7580829f4b63cc4ea1e112760951528e",Faculty Positions,Health & Medicine,Medicine,
