Job ID,Job Title,Job URL,Diversity Job,Employer,Location,Salary,Date Posted,Description,Position Type 0.0,Position Type 0.1,Position Type 0.2,Position Type 0.3,Position Type 0.4,Position Type 0.5,Position Type 0.6,Position Type 0.7,Position Type 0.8,Position Type 0.9,Position Type 1.0,Position Type 1.1,Position Type 1.2,Position Type 1.3,Position Type 1.4,Position Type 1.5,Position Type 1.6,Position Type 1.7,Position Type 1.8,Position Type 1.9,Position Type 2.0,Position Type 2.1,Position Type 2.2,Position Type 2.3,Position Type 2.4,Position Type 2.5,Position Type 2.6,Position Type 2.7,Position Type 2.8,Position Type 2.9,Position Type 3.0,Position Type 3.1,Position Type 3.2,Position Type 3.3,Position Type 3.4,Position Type 3.5,Position Type 3.6
411414,"Assistant Professor of Art + Design, Art History - Tenure Track",https://jobs.chronicle.com/job/411414/assistant-professor-of-art-design-art-history-tenure-track/,False,The University of Tampa,"Florida, United States",Salary Not specified,,"Assistant Professor of Art + Design, Art
History – Tenure Track
The Department of Art and Design within the College of Arts and
Letters at The University of Tampa invites applications for a
tenure-track appointment for an Assistant Professor of Art and
Design, with a specialization in Art History, to begin August
2022. 
The University of Tampa is a medium-sized, comprehensive,
residentially-based private institution of more than 10,000
undergraduate and graduate students.  The University is
ideally situated on a beautiful 110-acre campus next to the
Hillsborough River, adjacent to Tampa's dynamic central business
district, which is a growing, vibrant, diverse metropolitan
area. UT reflects this vibrancy; with 24 consecutive years of
enrollment growth UT boasts 260 student organizations, a
multicultural student body from 50 states and more than 100
countries, and ""Top Tier"" ranking in U.S. News & World
Report.
The position requires the ability to teach widely across the
field of art history, including introductory to advanced-level
courses as well as global surveys of Art History from ancient to
contemporary art. The department seeks to hire an active and
engaged faculty member who combines disciplinary expertise with
excellence in teaching and can introduce students to art broadly
construed so as to include a global and transnational understanding
of visual culture. A specialization in global historical cultures,
with experience in museum curation or programming, is
preferred.
The teaching load is 12-semester hours (typically 3 four-credit
courses) in a 15-week semester. As our faculty work very closely
with students, the successful candidate will be required to
maintain office hours to meet with students, serve as an academic
adviser, contribute to the function and educational objectives of
the program and department, provide service to the college,
university, community, and the profession, and perform all other
duties as assigned. The successful applicant will be expected to
produce exhibitions in partnership with the College of Arts and
Letters Galleries annually. The candidate is also required to
engage in the development and delivery of a significant research
agenda, seek publication, and present at scholarly conferences.
Candidates should demonstrate a research practice and a record of
professional accomplishments commensurate with a depth of
experience in the field, as well as critical issues/discourse
impacting art and culture.
The successful candidate will join a growing undergraduate
Museum Studies program committed to experiential learning and
fostering career-ready competencies, with a strong art history
grounding, toward preparing students for a wide range of future
endeavors. The successful candidate will join a department of
thirteen full-time faculty members and four full-time instructional
staff committed to excellence in teaching and fostering a strong
research culture where traditional and emerging art and design
processes and technologies are used across the disciplines in a
diverse and collaborative environment.
Required Qualifications: Must have a PhD in Art
History and teaching experience at the college or university level.
The candidate must have an active record in the profession that
demonstrates scholarly and professional activities that make a
significant contribution and reflect a high standard of excellence
in teaching, research, and service. Excellence in research is
evidenced by peer-reviewed, scholarly work including publications,
conference presentations, invited talks, and significant awards
recognizing scholarly activity and output.
Preferred Qualifications: Professional
experience in Museum Studies or professional curatorial
experience.
Review of applications will begin immediately, but the search
will remain open until the position is filled. Applications
received by December 15, 2021 will receive full consideration.
Please apply online at www.ut.edu/jobs and
submit the following: cover letter, curriculum vitae, two examples
of syllabi, scholarly writing sample, and the names and contact
information for three (3) professional references 
The University of Tampa is an equal opportunity/affirmative
action employer dedicated to excellence through diversity and does
not discriminate on the basis of age, race, sex, disability, sexual
orientation, national origin, religion, marital status, gender
identity, veteran status or any other non-job-related criteria. The
University of Tampa recognizes the importance of a multicultural
community of students, faculty, and staff who seek to advance our
commitment to diversity. The University invites applications
from underrepresented groups and those who have academic
experiences with diverse populations.
",Faculty Positions,Education,Other Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411410,Assistant Professor of Game Narrative,https://jobs.chronicle.com/job/411410/assistant-professor-of-game-narrative/,False,Kennesaw State University,"Georgia, United States",Salary Not specified,,"Assistant Professor of Game Narrative Department of English
 
Kennesaw State University is now accepting applications for a
nine-month, tenure-track Assistant Professor of Game Narrative
faculty position in the Department of English to begin August
2022.
 
The current teaching load is 3/3 with ongoing research and
creative activity and university service. Faculty in the Department
teach in a variety of modalities, including face-to-face, hybrid,
and online.
 
Applicants will have the opportunity to teach undergraduate
courses such as Interactive Narrative and Games (WRIT 3125) and
graduate courses for the MA in Professional Writing. In addition,
applicants should be prepared to contribute to departmental efforts
to develop curriculum and programs related to gaming and game
studies, including a graduate certificate in writing for the
creative industries and an MFA in Screenwriting. Related areas of
interest include: composition, electronic literature, games
studies, game writing, interactive fiction, media studies,
linguistics, literacy studies, rhetoric, screenwriting, and writing
studies.
 
A PHD or MFA,, or a foreign equivalent, in English, Creative
Writing, Game Studies, or a closely related field is required.
 
The Department of English seeks a collaborative and collegial
teacher-scholar who specializes in game-based narrative. The ideal
candidate will have knowledge of 1) game development processes and
2) theoretical/critical practices at the intersection of critical
making, diverse and inclusive game design, gaming cultures,
transmedia narrative and storytelling, and worldbuilding. We will
consider a broad range of qualified candidates from industry and
the academy.
 
Strong applicants should have a clear and well-developed agenda
for their scholarship and/or creative activity that combines theory
and practice (with an emphasis on creative application) reflective
of the promotion and tenure expectations at a “high research
activity” institution.
 
KSU’s student population is as diverse as the population of the
Atlanta metro area and includes a high proportion of traditionally
underrepresented groups and first-generation college students.
We prefer candidates who share the Department of English’s
explicit commitment to teaching diverse communities and our belief
that our diversity is our strength. Individuals from historically
underrepresented groups are particularly encouraged to apply.
Applicants with experience emphasizing issues related to diversity,
inclusion, and social equity, particularly of historically
marginalized groups, in game narrative, inter- and
trans-disciplinary collaboration, and
augmented-/virtual-/mixed-reality technologies are also encouraged
to apply.
 
For more than 50 years, Kennesaw State University has been known
for its entrepreneurial spirit and sense of community. Offering
campuses in Marietta and Kennesaw, the university is located just
north of Atlanta and combines a suburban setting with access to one
of the country’s most
 
dynamic cities. As Georgia’s third-largest university, Kennesaw
State offers more than 100 undergraduate and graduate degrees,
including a growing number of doctoral programs.
Designated by the Board of Regents of the University System of
Georgia as a comprehensive university, Kennesaw State is committed
to becoming a world-class academic institution positioned to
broaden its academic and research missions and expand its scope on
a local, regional and national level.
 
For a full description of this position, application deadlines,
and application procedures, visit https://hr.kennesaw.edu/careers.php.
 
Kennesaw State University, a member of the University System of
Georgia, is an Equal Opportunity/Affirmative Action employer and
does not discriminate on the basis of age, color, disability,
national origin, race, religion, sex, sexual orientation, and/or
veteran status. Georgia is an Open Records state.
",Faculty Positions,Professional Fields,Other Professional Fields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411409,Nursing Associate Instructor or Assistant Professor,https://jobs.chronicle.com/job/411409/nursing-associate-instructor-or-assistant-professor/,False,Dona Ana Community College,"New Mexico, United States",Salary Commensurate with experience,,"Position Summary Teach the equivalent of 45 clock/contact hours
over fall, spring and summer semesters when considering clinical
courses and other faculty contact with students. Teaching
assignment may include evenings, weekends, clinical courses and/or
multiple campus locations. Develop, revise and update curriculum in
collaboration with the department faculty and director or chair.
May develop and teach online courses. Instruct, support, advise and
provide timely feedback to students in accordance
with DACC policy and procedures. Participate in and serve
on department, division, and college committees, program advisory
councils, task forces and working groups. Participate in ongoing
program evaluation including maintenance of the systematic plan of
evaluation and preparation of reports for NM Board of Nursing
and/or accreditation. Maintain professional and academic competence
and participate in professional development activities. As
appropriate, assist with cooperative education or clinical work
site development and student placement. Maintain office hours as
mandated by division and college policy. Function as advisor to
students, both individually and as assigned to student clubs and
groups. Perform other related duties as assigned. Required
Qualifications • Minimum: BSN – If employed
with BSN may be employed for one year and then required
to complete a graduate degree within the next five years. An
educational contract with evidence of progression will be submitted
to the New Mexico Board of Nursing annually. 
• Current New Mexico licensure, or a compact state license, or
eligibility to obtain a New Mexico license to practice as a
registered nurse required.
• Working or teaching experience that reflects recent developments
in Nursing, or any equivalent combination of work and teaching
experience that provides the knowledge, skills and abilities
required of the position. Preferred Qualifications (optional) •
Master of Science Degree in Nursing
Current practice in Telemetry Nursing, Medical/Surgical, Emergency
Care or Critical Care clinical setting.
• Community college/post-secondary teaching experience.
• Knowledge of innovative, creative teaching and learning
methodologies for post-secondary students.
• Experience with media, evolving instructional technologies, and
distance learning programs and delivery.
• Experience in developing curriculum, measuring student-learning
outcomes, evaluating course efficacy, and assessing and improving
student learning.
• Endorsement of the teaching philosophy of DACC, which
supports a goal of success for all students through active learning
experiences and strong faculty involvement.
• Demonstrated experience teaching and relating to students from
diverse academic, socioeconomic, and cultural backgrounds.
• Excellent communication and interpersonal skills working with
students, colleagues, staff, supervisors and the community.
• Bilingual competence in Spanish and English Special Requirements
of the Position   General Information of Campus and Unit Dona
Ana Community College (DACC) is a comprehensive, learning-centered
community college dedicated to a diverse population of learners in
support of student success, workforce and economic development and
lifelong learning. Established in 1973 at the request of the
Gadsden, Hatch and Las Cruces school
boards, DACC continues to meet the educational needs of
county residents by providing instruction leading to associate
degrees and technical certificates as well as community and adult
education opportunities. As the second largest community college in
the state, DACC offers accessible and affordable higher
education opportunities to more than 18,000 students annually with
eight learning sites county-wide. As part of New Mexico State
University, DACC is accredited by the Higher Learning
Commission of the North Central Association of Colleges and
Schools.
Deadline to apply: 12/23/2021
 
For a complete job announcement and to apply for the
position please visit: https://jobs.nmsu.edu/postings/43979

NMSU/DACC is an Equal Opportunity/Affirmative Action Employer.
",Faculty Positions,Health & Medicine,Nursing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411408,Assistant Professor of Education,https://jobs.chronicle.com/job/411408/assistant-professor-of-education/,False,Ohio Northern University,"Ohio, United States",Salary Not specified,,"Assistant Professor of Education
Posting Number: F000116
Department: Education
Ohio Northern University announces a tenure-track position at
the rank of assistant professor in the Center for Teacher Education
to begin Fall 2022.  Tenure-track faculty will engage in a
multi-disciplinary private college environment that includes
teaching, advising and mentoring students.  Faculty are
expected to demonstrate teaching effectiveness; evidence of
collaboration; research duties to include engaging in scholarship
and publications; provide leadership in the department regarding
inclusive teaching and pedagogy; and supporting students in the
successful completion of state-required licensure exams. 
Service expectations include contributions to the campus,
department, college, university and surrounding communities.
Principle Responsibilities:

Teaching variety of education courses, including by not limited
to: Educational Psychology; Methods courses; and Literacy content
courses. 
Developing and sustaining a program of research in area of
specialization

Required Skills:Evidence of excellence in
teaching; Ability to conduct and publish research; Good
interpersonal skills with an emphasis on the importance of
collaboration; Ability to mentor students both inside and outside
of the classroom; Philosophy that matches the importance of
diversity, equity and inclusion.
Minimum Qualifications:

Doctorate, ABD will also be considered 
Teaching experience in grades P-12 (minimum three years)

Preferred Qualifications:

Special Education background or related field;
More than three years teaching experience in grades P-12,
preferably early or middle childhood content areas; Some university
level teaching

Open Until Filled: No
Closing Date: 01/31/2021
To view full description and apply online go to: https://jobs.onu.edu/postings/9569
ONU is an equal employment opportunity employer.
",Faculty Positions,Education,Other Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411398,University of St. Thomas Sociology Tenure-Track Faculty,https://jobs.chronicle.com/job/411398/university-of-st-thomas-sociology-tenure-track-faculty/,False,University of St. Thomas,"Minnesota, United States",Salary Commensurate with experience,,"The Department of Justice and Society Studies at the University
of St. Thomas invites applications for a tenure-track open position
beginning September 1, 2022.
 
Ideal candidates will be able to teach introductory and advanced
courses within the Sociology curriculum, with a preference for
candidates who can teach one or more of the following courses: Race
and Ethnicity, Sex in Society, and Adolescence in Society.
Candidates who can teach courses that support our interdisciplinary
programs including Family Studies; Women, Gender, and Sexuality
Studies; Sustainability; and/or Data Analytics are also strongly
encouraged to apply. In addition to strong scholarship and
teaching, the ideal candidate will demonstrate capacity to develop
creative programming for students, to engage students in research,
and to foster community engagement opportunities by building strong
relationships with local and/or global community partners.
 
The Department of Justice and Society Studies is committed to
attracting, retaining, and developing faculty from a diverse range
of backgrounds to enhance and deepen our learning community. We
welcome candidates who can contribute through research, teaching,
and/or service to the department’s commitment to diversity, equity,
and inclusion.
 
The University of St. Thomas embraces diversity, inclusion, and
equal opportunity for all. Our convictions of dignity, diversity
and personal attention call us to embody and champion a diverse,
equitable and inclusive environment.  We welcome applicants of
diverse races, ethnicities, geographic origins, gender identities,
ages, socioeconomic backgrounds, sexual orientations, religions,
work experience, physical and intellectual abilities, and financial
means. We are committed to building a team that represents a
variety of backgrounds, perspectives, and skills. This commitment
is consistent with our mission: Inspired by Catholic intellectual
tradition, the University of St. Thomas educates students to think
critically, act wisely, and work skillfully to advance the common
good.
 
For more information on the department, see the department
website Department of Justice and Society
Studies.
QUALIFICATIONS
Applicants must have Ph.D. (U.S. or foreign equivalent) in
sociology or in a closely related field (J.D. or L.L.B. degrees are
not sufficient). Alternatively, ABDs nearing completion of the
Ph.D. will be considered, with the initial appointment to be made
at the rank of instructor.  Applicants must be able to
demonstrate a commitment to excellence in teaching and show strong
potential for productive research/scholarly activities. Applicants
must also be fully vaccinated for COVID-19 or eligible for legally
required exemption such as a medical or religious reason 
 
HOW TO APPLY
Apply online at https://www.stthomas.edu/jobs/. After creating
and submitting an applicant profile, you will be taken to the
job-specific application.  Here you will be asked to
copy/paste a cover letter, detailing your interest in the position.
Additionally, upload the following materials to your
profile: 


Curriculum vitae


Complete the reference section of the application by providing
contact information for 3 professional references. No references
will be contacted without first getting the permission of the
candidate. 


Statement on Philosophy of Teaching that includes how they
incorporate community engagement within their courses, and how they
work to integrate diversity, equity and inclusion strategies in
their teaching (including past, present, and future planned
efforts).


Evidence of teaching effectiveness


Any questions regarding the position should be sent to the
search committee chair Dr. Tanya Gladney at tgladney@stthomas.edu.
 
The position remains open until filled. Full consideration will
be given to applications received by January 3,
2022. 
 
Established in 1885, the University of St. Thomas is located in
the major metropolitan area of Minneapolis-St. Paul, and is
Minnesota’s largest private university. Its 10,000 students pursue
degrees in a wide range of liberal arts, professional, and graduate
programs.
 
In light of its commitment to create and maintain a safe
learning and working environment, employment with the University of
St. Thomas requires consent and successful completion of a
background screening.
 
All University of St. Thomas employees must be fully
vaccinated for COVID-19. Limited exemptions will be made for
medical and religious reasons. Our offer of employment is
contingent upon the verification of your COVID-19 vaccination or an
approval through our exemption process of a medical or religious
exemption.
 
The University of St. Thomas, Minnesota Human Resources
Department advertises the official job listing on its website
at www.stthomas.edu/jobs.

The University of St. Thomas is an Equal Opportunity Employer
",Faculty Positions,Social & Behavioral Sciences,Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411397,Tenure Track Position in Computer Science & Information Technology,https://jobs.chronicle.com/job/411397/tenure-track-position-in-computer-science-and-information-technology/,False,Kutztown University,"Pennsylvania, United States",Competitive Salary,,"The Department of Computer Science and Information
Technology at Kutztown University invites applications for one
full-time, tenure-track position beginning Fall
2022.  Candidates must hold a doctorate or be ABD in
Information Technology, Computer Science, or a closely related
field by December 31, 2023.
Teaching will include information technology and computer
science courses for majors and non-majors. A successful applicant
will teach 12 credit hours per semester, advise CS & IT majors,
and exhibit the capability to make significant contributions in
teaching, program and curriculum development, and service to the
university. Scholarly growth and published research are also
expected and are required to achieve tenure and gain promotion.
A successful interview and demonstration of teaching ability are
required. Preference will be given to candidates with a strong
background in network and/or security, at least one year of
full-time experience in teaching undergraduate and/or graduate
information technology and/or computer science courses, and/or at
least five years of relevant industry experience. To apply, forward
the following to Dr. Charlie Shim, Chair, Search Committee,
shim@kutztown.edu: letter of
application; current curriculum vitae; copies of undergraduate and
graduate transcripts (official transcripts must be supplied by the
time of the on-campus interview); a statement of teaching
philosophy; and contact information for three references.
Applicants will be considered on a rolling basis until the position
is filled. Only complete applications with all items submitted will
be considered.
Kutztown University of Pennsylvania is an
Affirmative Action/Equal Opportunity employer and actively solicits
applications from women and minority candidates.  Kutztown
University of Pennsylvania is a member of the State System of
Higher Education. All applicants for employment are subject to a
criminal background check.
",Faculty Positions,Science,Technology & Mathematics,Computer Sciences & Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411395,Tenure Track Position in Social Work,https://jobs.chronicle.com/job/411395/tenure-track-position-in-social-work/,False,Kutztown University,"Pennsylvania, United States",Competitive Salary,,"The Department of Social Work at Kutztown University
invites applications for one full-time, tenure-track faculty
position beginning with fall 2022-2023 Academic Year.
Teach a range of courses in the BSW, MSW, and DSW programs.
Opportunities to participate in the process of maintaining BSW,
MSW, and DSW accreditations. Experience collegial support in
community service and scholarship including opportunities for
research and development in community-based services. Collaborate
with faculty in developing theory for the program’s emerging
practice perspective: The Family-in-Environment. Successful
applicants should be able to teach graduate and undergraduate
courses during both the week and weekend executive schedules.
Skills with online learning platforms required. Teach foundation
and advanced generalist courses and specialized courses in policy
practice, leadership, and management. Experience in leadership,
management, and policy practice required. Demonstrated community
service, experience with diverse populations, and a record of
scholarship preferred.
Required: MSW with two years post-MSW practice experience and
the equivalent of two years of teaching experience are required at
either or both undergraduate and graduate levels. A doctoral degree
or ABD with a projected completion date of December 31, 2023, in
Social Work or a related field is required. Demonstrated success in
implementing a scholarly agenda expected. Successful interview and
demonstration of teaching effectiveness is required. Applications
will be considered after curriculum vita, three current letters of
recommendation, and official graduate and undergraduate transcripts
have been received.
Submit to: Dr. Yasoda Sharma, Chair, Search
Committee, Department of Social Work, Kutztown University, 15200
Kutztown Road, Kutztown, PA 19530. Applications will be reviewed
immediately and will continue until the position is
filled.
Kutztown University of Pennsylvania is an
Affirmative Action/Equal Opportunity employer and actively solicits
applications from women and minority candidates.  Kutztown
University of Pennsylvania is a member of the State System of
Higher Education. All applicants for employment are subject to a
criminal background check.
",Faculty Positions,Professional Fields,Social Work & Human Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411392,Tenure Track Assistant Professor in Communication,https://jobs.chronicle.com/job/411392/tenure-track-assistant-professor-in-communication/,False,The University of Tampa,"Florida, United States",Salary Not specified,,"Tenure Track Assistant Professor in
Communication 
The Communication Department within the College of Arts and
Letters at The University of Tampa seeks candidates for a
full-time, tenure-track assistant professor in Communication to
begin August 15, 2022.
The University of Tampa is a medium-sized, comprehensive,
residentially-based private institution of more than 10,000
undergraduate and graduate students.  The University is
ideally situated on a beautiful 110-acre campus next to the
Hillsborough River, adjacent to Tampa's dynamic central business
district, which is a growing, vibrant, diverse metropolitan
area.  UT reflects this vibrancy; with 24 consecutive years of
enrollment growth UT boasts 260 student organizations, a
multicultural student body from 50 states and more than 100
countries, and ""Top Tier"" ranking in U.S. News & World
Report.
Teaching load is 3 courses (12 credit hours) per semester over
two 15-week semesters per academic year.
The department seeks a candidate with a Ph.D. (by time of
appointment) in Communication or a related field to teach a range
of possible undergraduate communication courses. The ideal
candidate will have a strong background in intercultural
communication, and we encourage applications from scholars who
approach the field from a perspective informed by critical studies
in race, ethnicity, gender, sexuality, class, or critical
engagement with the Global South. We welcome candidates who can
strengthen the critical and cultural diversity in our curriculum,
including updating existing courses and proposing new ones (as
needed).
For further details and to apply, please visit our
website at www.ut.edu/jobs
Applicants should be prepared to attach a cover letter,
curriculum vitae and contact information for three professional
references.
The University of Tampa’s Communication Department houses four
vibrant majors in Communication, Media, and Culture (CMC);
Advertising and Public Relations; Communication and Speech Studies;
and Journalism. In addition, the department has a prominent role in
the Master of Arts in Professional Communication and in a
forthcoming graduate program in Social and Emerging Media. The CMC
curriculum is designed to meaningfully explore critical
perspectives on media, culture, and political economy as it
prepares students to engage in creative production practice. The
successful candidate will demonstrate excellence in undergraduate
teaching, maintain an active record of scholarship, participate in
academic advising, and engage in service to the department,
college, university, and broader community. We welcome innovative
pedagogies, and varied research agendas and traditions of
scholarship 
The University of Tampa recognizes the importance of a
multicultural community of students, faculty, and staff who seek to
advance our commitment to diversity. The university strongly
desires applications from underrepresented groups and those who
have academic experiences with diverse populations.
Please apply online at ut.edu with cover letter, CV, and contact
information for three professional references. Review of
applications will begin immediately and continue until the position
is filled. Applications received by November 15 will receive full
consideration.
The University of Tampa is an equal opportunity/affirmative
action employer dedicated to excellence through diversity and does
not discriminate on the basis of age, race, sex, disability, sexual
orientation, national origin, religion, marital status, gender
identity, veteran status or any other non-job related criteria. The
University of Tampa recognizes the importance of a multicultural
community of students, faculty, and staff who seek to advance our
commitment to diversity. The University invites applications from
underrepresented groups and those who have academic experiences
with diverse populations.
 
 
",Faculty Positions,Communications,Public Relations & Advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411389,Assistant Professor of Biological Sciences,https://jobs.chronicle.com/job/411389/assistant-professor-of-biological-sciences/,False,Ohio Northern University,"Ohio, United States",Salary Not specified,,"Assistant Professor of Biological Sciences
Posting Number: F000118
Department: Biological & Allied Health
Sciences
The Biology program in the School of Science, Technology, and
Mathematics seeks to fill a full-time appointment in either a
tenure track or renewable contract (non-tenure track) position at
the rank of Assistant Professor of Biology, to begin August 2022.
Applicants with disciplinary backgrounds in all areas of biology
will be considered, with some emphasis on anatomy and physiology
preferred.
Principle Responsibilities:The successful
candidate will teach introductory lecture and laboratory courses in
biology, with some additional duties in their area of
specialization. Applicants for a tenure track role are expected to
initiate and maintain a robust scholarly program that can involve
undergraduate students. Service on various program, school,
college, and university committees and demonstrated commitment to
high impact learning practices are expected. The standard teaching
load for this position is twelve contact hours per semester. Rank
commensurate with the applicant’s experience and credentials.
Required Skills:We seek candidates that
show excellence and enthusiasm in teaching a variety of
introductory and advanced biology courses. Candidates for tenure
track should have strong potential to conduct independent research,
including plans for close mentoring of undergraduate student
collaborators.
Minimum Qualifications:Evidence of
effective teaching must be demonstrated. Ph.D. in Biology or
related field (ABD candidates will be considered).
Preferred Qualifications:Experience
teaching at the undergraduate level. Experience teaching or
disciplinary expertise in anatomy and physiology is preferred.
Open Until Filled: No
Closing Date: 12/01/2021
To view full description and apply online go to: https://jobs.onu.edu/postings/9580
ONU is an equal employment opportunity employer.
",Faculty Positions,Science,Technology & Mathematics,Biology & Life Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411379,Assistant  Professor of Biomechanics,https://jobs.chronicle.com/job/411379/assistant-professor-of-biomechanics/,False,=Louisiana State University Shreveport,"Louisiana, United States",Salary Not specified,,"Assistant Professor Tenure-Track Position at Louisiana
State University Shreveport
 
The Department of Kinesiology and Health Science, within the
School of Human Science in the College of  Education and Human
Development at LSU Shreveport(LSUS), invites applicants for a 9
month tenure-track position at the rank of Assistant Professor. The
candidate will contribute to teaching courses in biomechanics,
kinesiology, research and other human performance courses at the
undergraduate level. In addition, the successful candidate is
expected to engage in scholarly research and demonstrate a strong
commitment to service to the university, community and professional
organizations.
 
Those with an interest in collaborating with faculty and staff
in the newly developed Human Performance Lab (HPL) at LSUS are
encouraged to apply. The Human Performance HPL  7200 square
feet of lab space which include a Human Atmospheric Chamber and
separate labs devoted for exercise physiology, motion analysis,
motor behavior and cognition. 
 
Requirements include:
 

Doctoral degree in Biomechanics/Kinesiology or closely related
field in exercise science.
Terminal degree or anticipated completion by August
Excellent communication skills.
Strong desire to contribute to body of knowledge.
Experience with Vicon Motion Analysis System and AMTI Force
Plates system strongly
Interest in athletic performance and rehabilitative
application
Previous teaching
Experience in motion analysis laboratory supervision,
operation, and clinical

 
Collaborative research opportunities with on-campus partners USA
Weightlifting Development Center, Cybercollaboratory and other
interdisciplinary units is encouraged. Interest in working as part
of a research team with off-campus LSU Health Shreveport is
desirable.
 
Review of applicants will begin January 22, 2022 and will
continue until the position has been filled. Position begins August
15, 2022.  Interested candidates should submit a candidate
application package to timothy.winter@lsus.edu
including (1) letter of intent addressing position description, (2)
curriculum vitae, (3) a list of three  references with contact
information. Questions may be addressed to: Dr. Timothy P. Winter
(timothy.winter@lsus.edu
318-797-5107) Chair for the Dept. of Kinesiology and Health
Science. Proper documentation of identity and employability are
required at the time of employment.
 
LSUS is committed to achieving excellence through cultural
diversity. The University actively encourages applications and/or
nominations of women, persons of color, veterans and persons with
disabilities. LSUS is an Affirmative Action, Equal Opportunity
Employer.
",Faculty Positions,Social & Behavioral Sciences,Human Development & Family Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411377,Program Director and Open-Rank Professor of Social Work,https://jobs.chronicle.com/job/411377/program-director-and-open-rank-professor-of-social-work/,False,Goshen College,"Indiana, United States",Salary Not specified,,"Goshen College invites applications for a full-time (12 months),
benefits-eligible, open-rank,
tenure-track Professor position to serve as the Masters of
Social Work (MSW) Program Director
of the new Goshen College and Bluffton University Collaborative MSW
starting in summer
2022.
The Collaborative MSW Program Director will have a unique and
exciting opportunity to shape
the curriculum and program delivery. In addition, the successful
candidate will help guide the
search for the Field Director and additional faculty members, while
successfully preparing the
program for CSWE Candidacy. The first students will be enrolled in
fall of 2023.
The Collaborative MSW is built on both institutions' experiences
with collaborative graduate
programs and fully accredited undergraduate social work programs.
The Collaborative MSW's
mission statement is: Shaped by Anabaptist-Mennonite tradition
and the Social Work
profession's core values of social justice, service, the
importance of human relationships,
integrity, competence, and the dignity and worth of every
person, the MSW program's mission is
to prepare students for specialized practice in mental health
with an emphasis on enhancing
human well-being grounded in commitment to anti-oppressive and
anti-racism practices.
The social work departments at Goshen College and Bluffton
University offer majors in social
work for traditional undergraduates (BA) and adult degree
completion (BS) students. The
position will be full-time administrative for the first year, and
will shift to 50% administrative
load and 50% teaching load in subsequent years. Teaching will be
limited to the new Master's in
Social Work.
This position will be based at Goshen College, which is a
teaching college with a 4-3-1 load, and
all teaching faculty serve on institution-wide committees and
assist with advising, as well as
recruiting prospective students. The successful candidate must be
ready to contribute to our
strong tradition of excellence in research and publication as well
as teaching. Candidates must be
interested in working closely with students and fellow faculty
members as part of a small, vibrant
campus and community.
Education and Experience:
       Minimum
Qualifications

Earned MSW from a CSWE-accredited program and two years of
post-MSW practice experience; PhD or Doctorate in Social Work
strongly preferred;
Six or more years of full-time teaching experience in social
work (graduate-level preferred)
Three or more years of administrative experience in social work
education as program director or field director (graduate-level
preferred)
Demonstrated excellence in teaching (graduate-level
preferred)
Evidence of the ability to teach in the online environment
Excellent written and verbal communication skills
Ability to function effectively in a complex organizational
structure and work both independently and collaboratively with a
team.
An appreciation of the Anabaptist-Mennonite faith perspective
and commitment to the mission, vision, core values and community
standards of Goshen College and Bluffton University.

       Preferred
preparation

PhD or Doctorate in Social Work or a closely related field
strongly preferred
Demonstrated familiarity with CSWE accreditation standards for
MSW programs.
Has successfully led a program (either BSW or MSW) through CSWE
accreditation (either initial program candidacy or
reaffirmation)
Experience starting new initiatives
Experience teaching diverse college students

For more information and to apply, go to https://www.goshen.edu/employment
",Faculty Positions,Professional Fields,Social Work & Human Services,Administrative,Academic Affairs,Curriculum & Instructional Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
