Job ID,Job Title,Job URL,Diversity Job,Employer,Location,Salary,Date Posted,Description,Position Type 0.0,Position Type 0.1,Position Type 0.2,Position Type 0.3,Position Type 0.4,Position Type 0.5,Position Type 0.6,Position Type 0.7,Position Type 0.8,Position Type 0.9,Position Type 1.0,Position Type 1.1,Position Type 1.2,Position Type 1.3
375778,Culinary Science and Nutrition Faculty,https://jobs.chronicle.com/job/375778/culinary-science-and-nutrition-faculty/,False,The Culinary Institute of America,"New York, United States",Competitive Salary,2021-08-31,"
The Culinary Institute of America has been inspiring excellence
for over seven decades. The CIA, renowned for its culinary and
hospitality education since 1946, invites applicants for
two full-time faculty positions in the School of
Culinary Science and Nutrition at our campus in Hyde Park, NY.
 
We are seeking culinary science and nutrition faculty members
who will foster scientific understanding, critical thinking, and
evidenced-based approaches to food systems through classroom and/or
lab-based experiential learning approaches.  Faculty will work
in an interdisciplinary environment and will collaborate with
various instructors in the educational delivery of applied
nutrition, food safety, and culinary science courses.
 
The successful candidates will possess a master’s degree in
nutrition, food science (with a focus on food safety), or a related
science-based discipline (human biology, microbiology,
biochemistry, food engineering, etc.). Doctorate degree
preferred.
 
The CIA does not have a traditional faculty tenure track,
however, following a successful 3-year probationary period all
full-time faculty at the Hyde Park campus become full members of
the faculty, are eligible to apply for promotions in academic rank,
and are subject to the benefits and protections of the faculty
collective bargaining agreement. The CIA is interested in diverse,
talented, and passionate people who embody our values of
excellence, leadership, professionalism, ethics, and respect for
diversity. Application review begins immediately and will continue
until the position is filled. For additional information, and to
apply for this position, please visit: https://www.ciachef.edu/hr/
 
At The Culinary Institute of America, it is important to us that
we support our employees with a substantial and meaningful package
of benefits to assist with work/life balance.
 
Benefits offered may include:

Medical and prescription drug plan
Dental plan, Vision plan
Insurance: Life, Home, Auto, even Pet!
Short- and long-term disability plans
Generous paid time off programs, including paid holidays
Retirement savings plan 403(b) with company contribution
Employee assistance program
And more!

 
The CIA is an equal opportunity employer; all qualified
applicants receive consideration without regard to race, color,
sex, sexual orientation, gender identity or gender expression,
religion, disability, medical condition as defined under applicable
state law, age, genetic information, marital status, military
service, or other protected category.
 
",Faculty Positions,Health & Medicine,Nutrition,"Science, Technology & Mathematics",Other Science & Technology,,,,,,,,,
375788,Tenure Track Assistant Professor of Biochemistry,https://jobs.chronicle.com/job/375788/tenure-track-assistant-professor-of-biochemistry/,False,Kalamazoo College,"Michigan, United States",Competitive Salary,2021-08-31,"
The Department of Chemistry & Biochemistry at Kalamazoo
College invites applications for a tenure-track Assistant Professor
of Biochemistry. The position will begin September 2022. A Ph.D. in
Biochemistry, or the equivalent, is required. Candidates are
expected to have high aptitude and interest in undergraduate
teaching, a commitment to the liberal arts, and a desire to involve
undergraduate students in scholarship both inside and outside of
the classroom. Kalamazoo College has made a commitment to inclusive
excellence. We especially encourage applications from candidates
whose intellectual and pedagogical approaches to the discipline
will be effective in attracting and retaining historically
underrepresented students. The successful applicant will
demonstrate a strong commitment to working with students, faculty,
and staff from diverse social, cultural, and economic
backgrounds. 
 
Kalamazoo College is a nationally known liberal arts college of
approximately 1450 motivated students, offering an integrated
undergraduate experience that weaves a traditional liberal arts
curriculum into domestic and international educational experiences
(http://www.kzoo.edu/). It is a
member of the Posse Program and home of the Arcus Center for Social
Justice Leadership. Approximately 10% of its students major in
Chemistry or Biochemistry. The campus is located in a diverse and
vibrant city in southwestern Michigan, midway between Chicago and
Detroit. Kalamazoo is the home of the Kalamazoo Promise (https://www.kalamazoopromise.com/home.php).
The Kalamazoo area encompasses a community of 335,000, which
supports several college and university campuses along with
numerous civic arts and cultural associations. The campus is
thirty-five miles from Lake Michigan. The area offers many
opportunities for outdoor activities.
 
Review of completed applications will begin October 1, 2021, and
will continue until the position is filled. Applications should
include a cover letter, a curriculum vitae, a statement of teaching
experience and philosophy, a summary of scholarly interests
and research plans, a statement addressing experience working
with underrepresented students and pedagogical ways to create an
inclusive classroom, undergraduate and graduate transcripts
(unofficial is acceptable), and three letters of recommendation
addressed to Dr. Jeffrey Bartz, Chair, Department of Chemistry and
Biochemistry, Kalamazoo College, 1200 Academy Street, Kalamazoo, MI
49006-3295. Links for submission of application materials and
instructions for how to submit letters of recommendation in pdf
form are found at: https://www.kzoo.edu/search/chemistry.
The Departmental website can be viewed at: http://www.kzoo.edu/chem.
 
Kalamazoo College encourages candidates who will contribute to
the cultural diversity of the College to apply and to identify
themselves if they wish. We are an Equal Opportunity Employer.
",Faculty Positions,"Science, Technology & Mathematics",Chemistry & Biochemistry,,,,,,,,,,,
375790,FAMU-FSU College of Engineering Tenure-Track Faculty Position  In Chemical Engineering,https://jobs.chronicle.com/job/375790/famu-fsu-college-of-engineering-tenure-track-faculty-position-in-chemical-engineering/,False,Florida A&M University - Florida State University College of Engineering,"Florida, United States",Competitive Salary,2021-08-31,"
The Department of Chemical & Biomedical Engineering (CBE) at
the Florida A&M University (FAMU)-Florida State University
(FSU) College of Engineering invites applications from highly
qualified individuals for a tenured or tenure track faculty
position in chemical engineering, in the city of Tallahassee,
Florida.  We are seeking faculty candidates for an assistant
professor position, however, exceptional candidates at higher ranks
will be considered.
CBE has a dynamic group of faculty members actively involved in
research encompassing various areas of biomedical engineering,
chemical engineering, and materials science and engineering.
Successful candidates will have many opportunities to interact and
collaborate with the National High Magnetic Field Laboratory, FSU
College of Medicine, FSU Interdisciplinary Program in Materials
Science and Engineering, FSU Institute of Molecular Biophysics, FSU
Jim Moran School of Entrepreneurship, and FSU Departments of
Scientific Computing, and Chemistry and Biochemistry as well as the
FAMU Departments of Pharmaceutical Sciences, Chemistry and Physics.
(Details can be found at the Department web page:
www.eng.fsu.edu/cbe).
The FAMU-FSU College of Engineering is the unique combination of
two outstanding universities with overlapping but distinct missions
- the nation's top Historically Black College/University and a
Tier-1 research university. As such we provide an outstanding
research and entrepreneurship-based education to one of the most
diverse student populations in the US. Faculty are employed by one
of our partner universities, but hold joint faculty privileges at
both institutions.
Candidates must possess an earned Ph.D. in chemical engineering,
or a closely related discipline, and demonstrate documented
potential for outstanding research. Priority will be given to
candidates with background in advanced computational methods and
that can collaborate and interact with current faculty
members.  Successful candidates are expected to develop
research programs that are internationally-recognized with
significant and sustained funding, incorporate interdisciplinary
collaboration with researchers across campus, and demonstrate a
strong commitment to excellence in education. Teaching
undergraduate and graduate courses and supervising undergraduate,
graduate and post-doctoral researchers are expected.
Applicant should submit:

A cover letter
A full curriculum vitae
A 2 to 3-page research statement. This statement should clearly
indicate how the proposed research efforts will connect to other
efforts in the Department and universities.
A one-page teaching statement
No more than three selected publications for review
The names and contact information of four potential
references

An Equal Employment Opportunity Survey for Faculty Applicants
(https://eng.famu.fsu.edu/sites/default/files/pdfs/FAMU-FSU-COE-EEOC-Form-f…)

Application Documents should be combined into one single
PDF file and sent to the contact email listed below:
Chemsearch@eng.famu.fsu.edu
Any questions about the position should be directed to Dr. Bruce
R. Locke at locke@eng.famu.fsu.edu.
Applications should be received by November 15,
2021 to receive full consideration but will be reviewed
until the position is filled. The appointment is expected to begin
in August 2022. Additional information about both universities and
the department may be found at http://www.eng.famu.fsu.edu.
Criminal Background Check
This position requires successful completion of a criminal
history background check. The background check will be conducted as
authorized and in accordance with University Policy
4-OP-C-7-B11.
Florida A&M University and Florida State University are
Equal Opportunity/Affirmative Action employers that encourage
applications from minorities and women, and comply with the
American Disabilities Act. Both are public records agencies
pursuant to Chapter 119, Florida Statutes.
",Faculty Positions,"Science, Technology & Mathematics",Engineering,,,,,,,,,,,
375323,Raborn Chair in Pastoral Leadership Practical Theology--Associate Professor or Professor,https://jobs.chronicle.com/job/375323/raborn-chair-in-pastoral-leadership-practical-theology-associate-professor-or-professor/,False,"Baylor University, George W. Truett Theological Seminary","Texas, United States",Salary Commensurate with experience,2021-08-30,"
Baylor University  
 
Baylor University is a private Christian university and a
nationally ranked research institution, consistently listed with
highest honors among The Chronicle of Higher Education’s
“Great Colleges to Work For.” The University is recruiting new
faculty with a deep commitment to excellence in teaching, research
and scholarship. Baylor seeks faculty who share in our aspiration
to become a tier one research institution while strengthening our
distinctive Christian mission as described in our strategic
vision, Pro Futuris,
(www.baylor.edu/profuturis/)
and academic strategic plan, Illuminate
(baylor.edu/illuminate). As the world’s largest Baptist University,
Baylor offers over 40 doctoral programs and has more than 17,000
students from all 50 states and more than 85 countries.
 
Baylor seeks to fill the following faculty position within the
George W. Truett Theological Seminary:
 
Raborn Chair in Pastoral Leadership
Practical Theology
Associate Professor or Professor
 
Candidates should possess an earned doctorate in the appropriate
field of study with preference for those also holding the M.Div.
The applicant will need to hold a PhD, ThD or EdD with
concentrations in the various expressions of practical theology:
congregational studies, pastoral care, pastoral
ministry/leadership, pastoral theology, preaching, etc.
 
Applicants will be asked to provide a letter of interest;
curriculum vitae; transcripts; and philosophy of teaching
statement. Pastoral ministry experience is expected and
publications are required. Semi-finalists will be asked to provide
three letters of reference. Salary is commensurate with experience
and qualifications. Review of applications will begin September 15,
2021. Applications will be considered until November 1, though
early applications are encouraged.
 
To learn more about the above position, the George W. Truett
Theological Seminary, and Baylor University, please visit the
appropriate URL: https://apply.interfolio.com/92165;
www.baylor.edu/Truett; or www.baylor.edu/hr/facultypositions.
 
Baylor University is a private not-for-profit university
affiliated with the Baptist General Convention of Texas. As an
Affirmative Action/Equal Opportunity employer, Baylor is committed
to compliance with all applicable anti-discrimination laws,
including those regarding age, race, color, sex, national origin,
marital status, pregnancy status, military service, genetic
information, and disability. As a religious educational
institution, Baylor is lawfully permitted to consider an
applicant’s religion as a selection criterion. Baylor encourages
women, minorities, veterans, and individuals with disabilities to
apply.
",Faculty Positions,Humanities,Religion,,,,,,,,,,,
375458,TENURE-TRACK FACULTY POSITION IN THE DEPARTMENT OF KINESIOLOGY,https://jobs.chronicle.com/job/375458/tenure-track-faculty-position-in-the-department-of-kinesiology/?LinkSource=TopJob,True,Indiana University School of Public Health - Bloomington,"Indiana, United States",Salary Commensurate with experience,2021-08-30,"
The Indiana University School of Public Health‐Bloomington
(SPH‐B) invites applications to join the faculty of the Department
of Kinesiology. This is an open-rank search, and applicants at all
levels (full, associate, or assistant) are welcome. Individuals are
sought who will demonstrate excellence in basic, applied, or
translational research on health management, sport management or
other health-related disciplines in Kinesiology. We seek applicants
passionate about impactful science, training, and service. Located
on the flagship campus of the Indiana University system, SPH-B has
over 200 faculty in five departments. Indiana University is a
member of the Association of American Universities (AAU) and boasts
numerous resources available to SPH-B faculty, including support
for grant-writing and teaching, biostatistical consulting, and
laboratory facilities. This 10‐month appointment would ideally
start on August 1, 2022, although an earlier or later hire date is
possible. Applications received by November 1, 2021, will receive
full consideration, although applications will be accepted until
the position is filled.
Responsibilities: The successful applicant will
be a leading scholar with a track record in attracting and
sustaining extramural support. Areas of special interest include
health management, sport management, lifestyle health behavior
(exercise, childhood physical activity, aging, nonpharmacologic
therapies and models to promote health; health equity and social
determinants of health, among other areas linked to kinesiology).
All research areas related to kinesiology will be considered, with
preference given to research that is collaborative, synergistic
with other SPH-B and Indiana University faculty, and which aligns
with major funding priorities.
The successful candidate will be instrumental in growing the
department’s culture of collaborative, impactful research, and will
lead or contribute to applications for centers of excellence,
research training programs, and similar collaborative initiatives
to enhance our research infrastructure. Candidates should be
enthusiastic about contributing to the training of future
generations of health researchers and professionals, involving
students in research, and developing education programs that
reflect the future of health and healthcare.
Qualifications: Candidates must hold a doctoral
degree from a field related to kinesiology from an accredited
educational institution by start of appointment. Candidates must
have teaching experience at the graduate or professional level.
Good interpersonal skills, effective communication skills, and the
ability to work cooperatively and congenially within a diverse
faculty are required. Leadership skills and vision for enhancing
the academic components of an interdisciplinary department are
essential. Candidates must also demonstrate a record of scholarly
achievement appropriate for a senior career level, including
extramurally funded research as a corresponding principal
investigator, current funding or strong potential to secure
external funding, and experience leading sizeable research
initiatives.
Resources: The Department of Kinesiology is
celebrating its 75th Anniversary and is consistently highly ranked
by the National Academy of Kinesiology (11th in latest ranking).
The department has over 43 full-time faculty including 19
tenured/tenure-track faculty conducting research on exercise
physiology, biomechanics, applied physiology, neuromuscular control
of movement, athletic training, and physical activity. Members of
the faculty represent various disciplines, united by a shared focus
of understanding the principles of human movement and the role of
physical activity/sport in leading a healthy life. The department
has over 1300 students enrolled in its BS, MS, MPH, and PhD degree
programs, making it one of the largest department at Indiana
University.
Application Procedure: Please provide a 1)
curriculum vitae, 2) cover letter summarizing your qualifications
and interest in the position, 3) research statement, 4) statement
of teaching interests, and 5) diversity statement. Additionally,
please provide a list of six references (minimum of three
references for the tenure-track Assistant- Associate Professor
rank); references will be contacted if you are selected for an
interview. Interested candidates should submit applications at
https://indiana.peopleadmin.com/postings/11358
Questions pertaining to the PeopleAdmin application procedure
may be directed to dwarcher@iu.edu or via postal mail at
SPH-B KINE Search & Screen Committee, School Public
Health-Bloomington, Indiana University, 1025 East 7th Street, Room
PH 133, Bloomington, IN 47405-4801. Questions regarding the
position may be directed to Antonio Williams, Committee Chair,
aw22@iu.edu, David Koceja, Chair,
koceja@iu.edu, Carrie Docherty,
Executive Associate Dean, cdochert@iu.edu, or David B. Allison,
Dean, allison@iu.edu. School of
Public Health-Bloomington:
http://www.publichealth.indiana.edu/
Indiana University is an equal employment and
affirmative action employer and a provider of ADA services. All
qualified applicants will receive consideration for employment
without regard to age, ethnicity, color, race, religion, sex,
sexual orientation, gender identity or expression, genetic
information, marital status, national origin, disability status or
protected veteran status.
 
 
 
 
 
 
 
",Faculty Positions,Health & Medicine,"Kinesiology, Exercise Physiology & Physical Education",,,,,,,,,,,
375458,TENURE-TRACK FACULTY POSITION IN THE DEPARTMENT OF KINESIOLOGY,https://jobs.chronicle.com/job/375458/tenure-track-faculty-position-in-the-department-of-kinesiology/?LinkSource=TopJob,True,Indiana University School of Public Health - Bloomington,"Indiana, United States",Salary Commensurate with experience,2021-08-30,"
The Indiana University School of Public Health‐Bloomington
(SPH‐B) invites applications to join the faculty of the Department
of Kinesiology. This is an open-rank search, and applicants at all
levels (full, associate, or assistant) are welcome. Individuals are
sought who will demonstrate excellence in basic, applied, or
translational research on health management, sport management or
other health-related disciplines in Kinesiology. We seek applicants
passionate about impactful science, training, and service. Located
on the flagship campus of the Indiana University system, SPH-B has
over 200 faculty in five departments. Indiana University is a
member of the Association of American Universities (AAU) and boasts
numerous resources available to SPH-B faculty, including support
for grant-writing and teaching, biostatistical consulting, and
laboratory facilities. This 10‐month appointment would ideally
start on August 1, 2022, although an earlier or later hire date is
possible. Applications received by November 1, 2021, will receive
full consideration, although applications will be accepted until
the position is filled.
Responsibilities: The successful applicant will
be a leading scholar with a track record in attracting and
sustaining extramural support. Areas of special interest include
health management, sport management, lifestyle health behavior
(exercise, childhood physical activity, aging, nonpharmacologic
therapies and models to promote health; health equity and social
determinants of health, among other areas linked to kinesiology).
All research areas related to kinesiology will be considered, with
preference given to research that is collaborative, synergistic
with other SPH-B and Indiana University faculty, and which aligns
with major funding priorities.
The successful candidate will be instrumental in growing the
department’s culture of collaborative, impactful research, and will
lead or contribute to applications for centers of excellence,
research training programs, and similar collaborative initiatives
to enhance our research infrastructure. Candidates should be
enthusiastic about contributing to the training of future
generations of health researchers and professionals, involving
students in research, and developing education programs that
reflect the future of health and healthcare.
Qualifications: Candidates must hold a doctoral
degree from a field related to kinesiology from an accredited
educational institution by start of appointment. Candidates must
have teaching experience at the graduate or professional level.
Good interpersonal skills, effective communication skills, and the
ability to work cooperatively and congenially within a diverse
faculty are required. Leadership skills and vision for enhancing
the academic components of an interdisciplinary department are
essential. Candidates must also demonstrate a record of scholarly
achievement appropriate for a senior career level, including
extramurally funded research as a corresponding principal
investigator, current funding or strong potential to secure
external funding, and experience leading sizeable research
initiatives.
Resources: The Department of Kinesiology is
celebrating its 75th Anniversary and is consistently highly ranked
by the National Academy of Kinesiology (11th in latest ranking).
The department has over 43 full-time faculty including 19
tenured/tenure-track faculty conducting research on exercise
physiology, biomechanics, applied physiology, neuromuscular control
of movement, athletic training, and physical activity. Members of
the faculty represent various disciplines, united by a shared focus
of understanding the principles of human movement and the role of
physical activity/sport in leading a healthy life. The department
has over 1300 students enrolled in its BS, MS, MPH, and PhD degree
programs, making it one of the largest department at Indiana
University.
Application Procedure: Please provide a 1)
curriculum vitae, 2) cover letter summarizing your qualifications
and interest in the position, 3) research statement, 4) statement
of teaching interests, and 5) diversity statement. Additionally,
please provide a list of six references (minimum of three
references for the tenure-track Assistant- Associate Professor
rank); references will be contacted if you are selected for an
interview. Interested candidates should submit applications at
https://indiana.peopleadmin.com/postings/11358
Questions pertaining to the PeopleAdmin application procedure
may be directed to dwarcher@iu.edu or via postal mail at
SPH-B KINE Search & Screen Committee, School Public
Health-Bloomington, Indiana University, 1025 East 7th Street, Room
PH 133, Bloomington, IN 47405-4801. Questions regarding the
position may be directed to Antonio Williams, Committee Chair,
aw22@iu.edu, David Koceja, Chair,
koceja@iu.edu, Carrie Docherty,
Executive Associate Dean, cdochert@iu.edu, or David B. Allison,
Dean, allison@iu.edu. School of
Public Health-Bloomington:
http://www.publichealth.indiana.edu/
Indiana University is an equal employment and
affirmative action employer and a provider of ADA services. All
qualified applicants will receive consideration for employment
without regard to age, ethnicity, color, race, religion, sex,
sexual orientation, gender identity or expression, genetic
information, marital status, national origin, disability status or
protected veteran status.
 
 
 
 
 
 
 
",Faculty Positions,Health & Medicine,"Kinesiology, Exercise Physiology & Physical Education",,,,,,,,,,,
375450,Assistant Professor of Medieval/Early Modern Jewish History,https://jobs.chronicle.com/job/375450/assistant-professor-of-medieval-early-modern-jewish-history/,False,Emory University,"Georgia, United States",Competitive Salary,2021-08-30,"
					Description
The Department of History and the Tam Institute for Jewish
Studies at Emory University, Atlanta, GA, invite applications for a
jointly-appointed, tenure-track Assistant Professor position in
Medieval/Early Modern Jewish History to begin Fall 2022. 
Geographical and chronological focus open, but applicants whose
teaching and/or research connect European Jewry to other global
regions are particularly encouraged to apply.
Applicants must have Ph.D. in hand by August 1, 2022 and should
have excellent relevant language skills.  Applicants should be
able to teach pre-modern survey courses in both History and Jewish
Studies as well as more specialized courses in their area of
expertise.  The successful candidate will demonstrate an
excellent record in scholarship and an ability to teach and mentor
undergraduate and graduate students.  The candidate will be
expected to participate actively in the life of both the History
Department and Tam Institute for Jewish Studies.
Interested candidates should submit: a) letter of
application, b) curriculum vitae, c) short (article or
chapter-length) writing sample, d) sample undergraduate course
syllabus, and e) statement in which the candidate reflects upon
their experience and vision regarding the teaching and mentorship
of students from diverse backgrounds.  Candidates should
request three recommenders to submit letters on their behalf. 
All application materials should be submitted via
Interfolio: https://apply.interfolio.com/93158.  Inquiries
can be directed to the chair of the search committee: Prof. Ellie
Schainker, eschain@emory.edu.
We will start reviewing applications October 26, 2021 and
continue until the position is filled.  Applications received
up to 30 days after review begins will be given full
consideration.
Emory University is an equal employment opportunity and
affirmative action employer.  Women, minorities, people with
disabilities and veterans are strongly encouraged to apply. 
All qualified applicants will receive consideration for employment
without regard to race, color, religion, sex, sexual orientation,
gender identity, national origin, disability status, protected
veteran status, or any other characteristic protected by law.
Qualifications
Applicants must have Ph.D. in hand by August 1, 2022 and should
have excellent relevant language skills.  Applicants should be
able to teach pre-modern survey courses in both History and Jewish
Studies as well as more specialized courses in their area of
expertise.  The successful candidate will demonstrate an
excellent record in scholarship and an ability to teach and mentor
undergraduate and graduate students.  The candidate will be
expected to participate actively in the life of both the History
Department and Tam Institute for Jewish Studies.
Application Instructions
Interested candidates should submit: a) letter of application,
b) curriculum vitae, c) short (article or chapter-length) writing
sample, d) sample undergraduate course syllabus, and e) statement
in which the candidate reflects upon their experience and vision
regarding the teaching and mentorship of students from diverse
backgrounds.  Candidates should request three recommenders to
submit letters on their behalf. All application materials
should be submitted via Interfolio: https://apply.interfolio.com/93158. 
Inquiries can be directed to the chair of the search committee:
Prof. Ellie Schainker, ellie.schainker@emory.edu.
",Faculty Positions,Humanities,History,Other Humanities,,,,,,,,,,
375449,Lead STEM Librarian and Assistant Professor,https://jobs.chronicle.com/job/375449/lead-stem-librarian-and-assistant-professor/,False,University of Mississippi,"Mississippi, United States",Salary Commensurate with experience,2021-08-30,"
The University of Mississippi Libraries seeks a collaborative,
forward-thinking librarian to serve as the Lead STEM
Librarian.  The successful candidate will have the opportunity
to implement a vision for the future direction of STEM services.
The position will oversee all aspects of library activities
including research consultations, collection management, and
programs as they related to the sciences. 
The position is based in the Science Library which complements
the main J.D. Williams Library located on the University of
Mississippi’s central campus in Oxford. The Science Library is
strategically positioned within the Thad Cochran Research Center,
adjacent to the School of Pharmacy and in close proximity to the
new STEM facilities currently under construction.
The University Libraries is looking to expand the role and
function of the Science Library. This position will play a key role
in redefining the physical space and monitoring usage to ensure it
serves changing user needs. The library will be adding permanent
STEM faculty librarian position(s) that will report to the Lead
STEM Librarian in addition to a current full-time staff member.
 
 This is a full-time department head, tenure-track,
12-month faculty position reporting to the Assistant Dean for
Public Services. 
Duties & Responsibilities:

Collaborate with faculty and students to understand their
research and curricular needs. Use innovative approaches to inform
faculty of relevant resources and services.
Develop, promote, deliver and assess dynamic programs and
services for STEM disciplines. This includes discipline-specific
library instruction, research consultations, outreach,
grant-writing activities, and programming based on users’
needs.
Engage with institutional partners to promote STEM disciplines
across the main campus.
Serve as the Oxford campus liaison to the UMMC medical center
library in Jackson.
Partner with the University’s Office of Research &
Sponsored Programs in designing and developing Libraries’ services.
 
Consult with researcher on all aspects of the research
lifecycle and the utilization of research workflow tools.
Provide support for data management, scholarship and research
data.
Stay abreast of developments in science publishing and open
science.  
Demonstrate commitment to scholarship, service and professional
development to meet the requirements expected of academic library
faculty for tenure and promotion.

  Required Qualifications:

Graduate degree in Library Science or STEM discipline.
 
General knowledge of STEM resources, open access platforms and
other tools supporting research and teaching in the sciences.
 
Ability to work both independently and collaboratively as part
of a team within a culturally diverse user community of faculty,
students, administrators and the general public.
Committed to pursuing professional development, research, and
service at a level appropriate for promotion and tenure at the
university.
Experience leading teams or projects.

Compensation: Salary commensurate with the
candidate’s education and experience, coupled with the university’s
excellent benefits
package. Application Procedures:
Interested candidates should apply online at http://careers.olemiss.edu by
submitting a cover letter, curriculum vitae, and a list of three
references with contact information. These materials should be
attached to the online application. No print applications will be
accepted. The search committee will begin reviewing applications
immediately, and the position will be open until filled or until an
adequate applicant pool is established.  
If you have any questions, please contact Jocelyn Tipton,
Assistant Dean for Public Services at jttipton@olemiss.edu or
662-915-2340. Offers of employment are contingent upon the
successful completion of a criminal background check and
verification of credentials.
About the University of MS & Oxford, MS
Founded in 1848, the University of Mississippi (UM),
affectionately known to alumni, students and friends as Ole Miss,
is Mississippi's flagship university. Included in the elite group
of R-1: Doctoral Universities - Highest Research Activity by the
Carnegie Classification, it has a long history of producing leaders
in public service, academics and business. The University of
Mississippi, consistently named by The Chronicle of Higher
Education as a “Great College to Work For,” is located in Oxford,
MS, which is ranked one of the “Top 10 Best College Towns.” With
more than 24,000 students, UM is the state's largest university and
is ranked among the nation's fastest-growing institutions. The
University of Mississippi, which has aggressively implemented many
health and wellness initiatives for its more than 2,900 employees,
has consistently been named one of Mississippi’s Healthiest
Workplaces.
Touted as the “Cultural Mecca of the South”, creativity abounds
in Oxford as musicians, artists and writers alike find inspiration
in Oxford’s rich history, small town charm and creative community.
Oxford is a one-hour drive south of Memphis, TN and is known as the
home of Nobel Prize winning author William Faulkner. Over the years
Oxford has also been known for offering exceptional culinary
experiences and as the home of the University of Mississippi and
the Ole Miss Rebels, there is always something here to immerse
yourself in. Oxford has also been featured as a literary and arts
destination in such publications as The New York Times, Southern
Living, Condé Nast Traveler, and GQ. Among other cultural
activities, annual events include the Oxford Film Festival, a
thriving local music scene, and the Ford Center Performing Arts
Series. Oxford is a vibrant university town, filled with unique
shops and galleries, eclectic restaurants and clubs, historic
landmarks, and comfortable inns.
Background Check Statement
The University of Mississippi is committed to providing a safe
campus community. UM conducts background investigations for
applicants being considered for employment. Background
investigations include a criminal history record check, and when
appropriate, a financial (credit) report or driving history
check.
EEO Statement The University of Mississippi
provides equal opportunity in any employment practice, education
program, or education activity to all qualified persons. The
University complies with all applicable laws regarding equal
opportunity and affirmative action and does not unlawfully
discriminate against any employee or applicant for employment based
upon race, color, gender, sex, pregnancy, sexual orientation,
gender identity or expression, religion, citizenship, national
origin, age, disability, veteran status, or genetic information.
 
				",Faculty Positions,Professional Fields,Library & Information Sciences,,,,,,,,,,,
375437,Assistant/Associate Professor of Environmental Engineering,https://jobs.chronicle.com/job/375437/assistant-associate-professor-of-environmental-engineering/,False,Montana State University,"Montana, United States",Salary Commensurate with experience,2021-08-30,"
The faculty position to be filled is a full-time tenure track
appointment with primary responsibilities in teaching, research,
and service/outreach. The successful candidate will become an
integral part of the Civil Engineering program, and utilize
synergistic opportunities with the ChBE and CBE
programs. 

Duties will include teaching courses consistent with the
applicant’s background, developing a nationally recognized research
program with extramural funding, and participating in
professional/service activities. Candidates considered at the
Associate Professor level will be expected to assume an immediate
leadership role and foster growth in the Environmental Engineering
graduate and undergraduate programs.
",Faculty Positions,Education,Other Education,"Science, Technology & Mathematics",Engineering,,,,,,,,,
375433,Assistant Professor of Astronomy,https://jobs.chronicle.com/job/375433/assistant-professor-of-astronomy/,False,Amherst College,"Massachusetts, United States",Salary Not specified,2021-08-30,"
Amherst College's Department of Physics and Astronomy invites
applications for a full-time tenure-track position in astronomy at
the rank of assistant professor. The appointment will begin on July
1, 2022. Given Amherst's commitment to cultivating a challenging
and inclusive educational environment, we seek candidates who can
demonstrate a commitment to teaching, mentoring and inspiring
students representing a broad range of classes, genders, races,
ethnicities, nationalities, sexual orientations and religions. The
college seeks an individual who will have broad intellectual
interests, be committed to teaching a diverse student body, and be
able to establish an active research program involving
undergraduates. The successful candidate is expected to advise
senior thesis projects and participate in the life of the college.
The individual will also be a member of the Five College Astronomy
Department, a collaborative program of Amherst, Smith, Mount
Holyoke, and Hampshire Colleges and the University of
Massachusetts.

A Ph.D. in astronomy, astrophysics, planetary science, or a closely
related field is required by the start of the position. Start-up
funds are available. Candidates are asked to submit an application
electronically to https://apply.interfolio.com/91772.
Candidates should submit a letter of application; current
curriculum vitae, including a list of publications; teaching
statement, including plans for teaching and mentoring a diverse
student body; research statement, including a description of how it
will involve undergraduates and addressing any research synergy
with astronomers of the Five College Astronomy Department; and
three confidential letters of recommendation. Review of
applications will begin on November 15, 2021, and continue until
the position is filled.

Amherst is a private undergraduate liberal-arts college, with
approximately 1,800 students and a teaching faculty of more than
two hundred. More information about the college can be found at
www.amherst.edu.
Amherst College is an equal opportunity employer and encourages
women, persons of color, and persons with disabilities to apply.
The college is committed to enriching its educational experience
through the diversity of its faculty, administration, and
staff.
PI145316398
",Faculty Positions,"Science, Technology & Mathematics",Physics & Space Sciences,,,,,,,,,,,
