Job ID,Job Title,Job URL,Diversity Job,Employer,Location,Salary,Date Posted,Description,Position Type 0.0,Position Type 0.1,Position Type 0.2,Position Type 0.3,Position Type 0.4,Position Type 0.5,Position Type 0.6,Position Type 0.7,Position Type 0.8,Position Type 0.9,Position Type 1.0,Position Type 1.1,Position Type 1.2,Position Type 1.3,Position Type 1.4,Position Type 1.5,Position Type 1.6,Position Type 1.7,Position Type 1.8,Position Type 1.9,Position Type 2.0,Position Type 2.1,Position Type 2.2,Position Type 2.3,Position Type 2.4,Position Type 2.5,Position Type 2.6,Position Type 2.7,Position Type 2.8,Position Type 2.9,Position Type 3.0,Position Type 3.1,Position Type 3.2,Position Type 3.3,Position Type 3.4,Position Type 3.5,Position Type 3.6,Position Type 3.7,Position Type 3.8,Position Type 3.9
369589,Tenure-Track Professor in Sociology,https://jobs.chronicle.com/job/369589/tenure-track-professor-in-sociology/,False,Harvard University,"Massachusetts, United States",Salary Not specified,2021-08-12,"
					The Department of Sociology at Harvard University seeks to appoint
a tenure-track professor of sociology. The area of specialization
is open. The appointment is expected to begin on July 1, 2022. The
tenure-track professor will be responsible for teaching at the
undergraduate and graduate levels as well as undergraduate thesis
advising.

Basic Qualifications: Doctorate or terminal degree in sociology or
related discipline required by the time the appointment begins.
Demonstrated strong commitment to teaching and advising is
desired.

Special Instructions: Please submit the following materials through
the ARIeS portal (https://academicpositions.harvard.edu/postings/10509).
Applications must be submitted no later than September 15,
2021.

1. Cover letter
2. Curriculum Vitae
3. Teaching/advising statement (describing teaching philosophy and
practices)
4. Research statement
5. Statement describing efforts to encourage diversity, inclusion,
and belonging, including past, current, and anticipated future
contributions in these areas.
6. Names and contact information of 3-5 referees, who will be asked
by a system-generated email to upload a letter of recommendation
once the candidate's application has been submitted. Three letters
of recommendation are required, and the application is considered
complete only when at least three letters have been received. At
least one letter must come from someone who has not served as the
candidate's undergraduate, graduate, or postdoctoral advisor.
7. Publications

Harvard is an equal opportunity employer and all qualified
applicants will receive consideration for employment without regard
to race, color, religion, sex, national origin, disability status,
protected veteran status, gender identity, sexual orientation,
pregnancy and pregnancy-related conditions, or any other
characteristic protected by law.
				",Faculty Positions,Social & Behavioral Sciences,Sociology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369658,Tenure-Track Faculty Position in American Politics,https://jobs.chronicle.com/job/369658/tenure-track-faculty-position-in-american-politics/,False,College of the Holy Cross,"Massachusetts, United States",Competitive Salary,2021-08-12,"
GENERAL INFORMATION
The Department of Political Science at College of the Holy Cross
invites applications for a full-time tenure-track appointment to
begin in August 2022. We are seeking a specialist in American
Politics, with demonstrated expertise on Congress. The successful
applicant will teach Principles of American Government, as well as
upper-division electives, including a course on the U.S. Congress.
Of particular interest are courses where questions of
representation, race/class/gender, and partisan polarization are
addressed.
This position carries a 3-2 teaching load with a full-salary
one-semester research leave prior to tenure review, and generous
sabbatical and fellowship leaves for tenured faculty. Tenure-track
faculty are eligible for travel support and reimbursement of
relocation costs within the College’s published policies. All
full-time appointments offer competitive salaries and include full
benefits. To learn more about faculty life at the College & the
Worcester area, candidates are encouraged to visit http://holycross.edu/join.
QUALIFICATIONS
Candidates must demonstrate commitment to, and excellence in,
undergraduate teaching at the introductory and advanced levels as
well as scholarly achievement. Ph.D. required. 
APPLICATION INSTRUCTIONS
Please submit a cover letter addressing the position
requirements listed above, curriculum vitae, statement on teaching,
transcripts, and three confidential letters of recommendation.
In your cover letter, in addition to describing your research
and teaching interests, please address how your scholarship,
teaching, mentoring, and/or service might support the College’s
mission as a Jesuit, undergraduate liberal arts college (see​
​http://holycross.edu/mission​)
and its core commitment to diversity and inclusion. For more
information, please visit​ ​http://holycross.edu/diversity​.
The College of the Holy Cross uses Interfolio to collect all
faculty job applications electronically. Please submit all
application materials to https://apply.interfolio.com/92308.
Review of applications will begin on September 13 and continue
until the position has been filled. Initial interviews of selected
applicants will be done via Zoom or Google Meets. Questions about
this search may be directed to Maria Rodrigues, Chair, mrodrigu@holycross.edu.
COVID-19 VACCINATION POLICY
College of the Holy Cross requires that all faculty and staff
show proof of full vaccination by an FDA-approved COVID-19 vaccine
before beginning employment, unless an exemption from this policy
has been granted. New faculty members believing they need an
accommodation of this policy because of a disability,
sincerely-held religious belief, or otherwise should inform Human
Resources after an offer of employment is extended; please
do not include any medical, genetic, or religious information in
your application materials.
EQUAL OPPORTUNITY EMPLOYMENT STATEMENT
The College of the Holy Cross is a highly selective Catholic
liberal arts college in the Jesuit tradition. It enrolls about
3,000 students and is located in Worcester, Massachusetts, a
medium-sized city 45 miles west of Boston. The College seeks
faculty members whose scholarship, teaching, advising, and on- and
off-campus service demonstrate commitment to the educational
benefits of a richly diverse community.
Holy Cross aspires to meet the needs of dual-career couples, in
part through its membership in the Higher Education Consortium of
Central Massachusetts and the New England Higher Education
Recruitment Consortium (http://www.newenglandherc.org).
The College is an Equal Employment Opportunity Employer and
complies with all Federal and Massachusetts laws concerning equal
opportunity and affirmative action in the workplace.
",Faculty Positions,Social & Behavioral Sciences,Political Science & International Relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369660,"Associate Professor, Department of Biblical and Religious Studies (9-mo-TT)",https://jobs.chronicle.com/job/369660/associate-professor-department-of-biblical-and-religious-studies-9-mo-tt-/,False,Samford University,"Alabama, United States",Salary Commensurate with experience,2021-08-12,"
Samford University’s Howard College of Arts and Sciences invites
individuals interested in serving in a Christian university
environment to apply for a position as Associate Professor in the

Department of Biblical and Religious Studies and Director of
the Preministerial Scholars Program within the Howard College of
Arts and Sciences. This will be a tenure-track, 9-month, full-time
faculty appointment to begin in August 2022.
Qualified candidates will hold an earned Ph. D. (from an
institutionally accredited university or equivalent) in preaching,
pastoral ministry, or another specialized area in the practice of
Christian ministry, as well as have demonstrated effective teaching
experience and scholarship appropriate for appointment at the level
of Associate Professor They will also be Baptists (active members
of a Baptist church at the time of application) with a minimum of 7
years of experience in pastoral ministry. Required qualifications
will also include at least 18 graduate credit hours in biblical
studies. Preference will be given to candidates with significant
experience of mentoring young people in ministry. Preference will
be given to candidates with experience in multiple cultures.
Ability to teach Christian Theology preferred. Candidates must be
comfortable mentoring students who come from a variety of Christian
denominations and traditions. Candidates must affirm the Baptist
Faith and Message of 1963, including the preface and without added
interpretation (see Samford Faculty Handbook section A5.1 for full
information). Candidates must also be committed to promoting the
study of biblical, theological, and religious studies as a central
academic pursuit in the university and as valuable to the
intellectual, vocational, and spiritual maturation of students.
Preference will be given to candidates who show promise for helping
the department strengthen its ties with churches of the Alabama
Baptist State Convention as well as other churches from which the
department draws its students. The successful candidate will
normally teach multiple sections of the University’s required

Biblical Foundations course each year, as well as lower- and
upper-level courses in practical ministry. Due to the
administrative roles mentioned below, the teaching load for this
position is 2-2. Duties include mentoring and advising students as
well as service to the department, college, and university.
The successful candidate will also take on the roles of Director
of the Preministerial Scholars Program and Director of Samford
Sunday. The Preministerial Scholars Program entails mentoring
undergraduate students who have discerned or are discerning a call
to ministry, through small groups, retreats, personal mentoring,
and the supervision of internships; this role will include some
summer duties. The Director of the Preministerial Scholars program
supervises a half-time PreMinisterial Scholars coordinator. The
Samford Sunday program provides opportunities for students to
preach in Birmingham area churches through networking with regional
Baptist associations. The Director of the Samford Sunday program
supervises a part-time student coordinator of the Samford Sunday
program.
Samford University (www.samford.edu) is the largest
privately supported and fully accredited institution for higher
learning in Alabama. Located in suburban Birmingham, the University
was founded in 1841 and has 425 full time faculty and more than
5,700 students representing 44 states and 30 countries. Samford has
been nationally recognized for academics, affordability and value
by a number of prestigious publications and rankings. The Wall
Street Journal ranks Samford 2nd nationally for student
engagement and Kiplinger’s Personal Finance ranks Samford
34th among private universities in the U.S. for value and
affordability. The University is dedicated to the promotion of
rigorous academic inquiry in a Christian setting. The University
offers competitive salaries with a generous benefits package.
Applications will be accepted immediately and continue until
December 3, 2021 at which time the review of applications will
begin.  Selected candidates will be invited to preliminary
Zoom interviews in January, 2022. Please submit (as one combined
PDF document) a cover letter, curriculum vitae with names and
contact information of three references, description of teaching
experience and evidence of teaching effectiveness, description of
research interests and activities, along with an application for
faculty position and the faculty applicant Christian mission
statement, both accessible at the links below.  Academic
salary and rank are dependent upon qualifications and
experience.  The successful candidate must pass a background
check.  Applicants must be authorized to work in the United
States, as Samford will not sponsor any employment visa for this
position.  Samford University and Howard College of Arts and
Sciences embrace diversity in their faculty, students, and staff
and encourage applications from those who would add to the
diversity of our academic community.
“Application for Faculty Position” can be found at:
(https://www.samford.edu/departments/files/Human_Resources/application-for-faculty-employment.pdf)
“Faculty Applicant Christian Mission Statement” can be found
at:
 (https://www.samford.edu/departments/files/academic-affairs/Faculty-Applicant-Christian-Mission-Statement.docx)
 
Application materials (combined into a single PDF document)
should be sent to:
FACAPP@samford.edu
Subject: Biblical and Religious Studies Search
 
Questions may be addressed to the chair of the search committee,
Dr. Emily Hynds (eahynds@samford.edu).
Except as specifically exempted by federal law requirements,
Samford University does not unlawfully discriminate on the basis of
race, color, sex, national or ethnic origin, disability or age in
the administration or application of its educational programs and
policies, admissions policies, employment policies, scholarship and
loan programs. Consistent with its Christian mission and
organizations, Samford is exempt from the religious provisions of
Title VII pursuant to 42 U.S.C. Sections 2000e-1(a) and
2000e-2(e).
 
Posted August 2021
 
",Faculty Positions,Humanities,Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369663,"Assistant/Associate Professor, Computer Science-Department of Math and Computer Science (9-mo-TT)",https://jobs.chronicle.com/job/369663/assistant-associate-professor-computer-science-department-of-math-and-computer-science-9-mo-tt-/,False,Samford University,"Alabama, United States",Salary Commensurate with experience,2021-08-12,"
Samford University’s Howard College of Arts and Sciences invites
individuals interested in serving in a Christian university
environment to apply for a faculty position in Computer Science at
the rank of Assistant or Associate Professor, beginning August
2022. This tenure track, 9-month appointment carries a 3-3 teaching
load (courses are 4 credit hours).
Qualified candidates will hold a Ph.D. or equivalent earned
doctorate in computer science or a closely related discipline (such
as a computational science) with at least 18 graduate hours of
computer science from an institutionally accredited university (or
equivalent); all specialties will be considered. A commitment to
teaching and academic excellence and the ability to work
effectively with faculty, students and colleagues is expected. The
successful candidate will be expected to teach a broad range of
courses within the computer science program, participate in
academic advising and recruitment and retention efforts, and engage
students in undergraduate research.  The successful candidate
will also be expected to build and maintain a program of
scholarship and research and provide departmental, college,
university, and professional service. 
The Department of Mathematics and Computer Science has twelve
full-time faculty members, and the computer science program offers
an undergraduate major and minor in computer science along with a
minor in bioinformatics.  The Department also collaborates
with the School of the Arts on a new Bachelor of Science in game
design and 3D animation.  Currently, the Department has
roughly 70 majors split between mathematics and computer
science.
Samford University (www.samford.edu) is the largest
privately supported and fully accredited institution for higher
learning in Alabama. Located in suburban Birmingham, the University
was founded in 1841 and has 425 full time faculty and more than
5,700 students representing 44 states and 30 countries. Samford has
been nationally recognized for academics, affordability and value
by a number of prestigious publications and rankings. The Wall
Street Journal ranks Samford 2nd nationally for student engagement
and Kiplinger’s Personal Finance ranks Samford 34th among private
universities in the U.S. for value and affordability. The
University is dedicated to the promotion of rigorous academic
inquiry in a Christian setting.  The University offers
competitive salaries with a generous benefits package.
Application will be accepted beginning August 13, 2021 and will
continue to be accepted until October 18, 2021.  Please submit
an application letter, curriculum vitae with names and contact
information of three references (including one reference that can
address teaching effectiveness), description of teaching experience
and philosophy, description of research activities and plans for
future research, along with an application for faculty position and
the faculty applicant Christian mission statement (links
below).  Academic rank and salary are dependent upon
qualifications and experience.  The successful candidate must
pass a background check.  Applicants must be authorized to
work in the United States, as Samford will not sponsor employment
visas for this position.  Samford University and Howard
College of Arts and Sciences embrace diversity in their faculty,
students, and staff and encourage applications from those who would
add to the diversity of our academic community.
 “Application for Faculty Position” can be found at:

https://www.samford.edu/departments/files/Human_Resources/application-for-faculty-employment.pdf
“Faculty Applicant Christian Mission Statement” can be found
at:

https://www.samford.edu/departments/files/academic-affairs/Faculty-Applicant-Christian-Mission-Statement.docx
 
Please submit all materials as PDF format
to:                              
Questions may be addressed to the
FACAPP@samford.edu
                                                                     
Director of Computer Science,
SUBJECT:  Computer Science Faculty
Position                              
David Luginbuhl (dluginbu@samford.edu).
 
Except as specifically exempted by federal law requirements,
Samford University does not unlawfully discriminate on the basis of
race, color, sex, national or ethnic origin, disability or age in
the administration or application of its educational programs and
policies, admissions policies, employment policies, scholarship and
loan programs. Consistent with its Christian mission and
organizations, Samford is exempt from the religious provisions of
Title VII pursuant to 42 U.S.C. Sections 2000e-1(a) and
2000e-2(e).
",Faculty Positions,"Science, Technology & Mathematics",Computer Sciences & Technology,Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369652,Tenure-Track Assistant Professor of Media Science/Marketing Communication Research,https://jobs.chronicle.com/job/369652/tenure-track-assistant-professor-of-media-science-marketing-communication-research/,False,Boston University,"Massachusetts, United States",Salary Not specified,2021-08-12,"
The Department of Mass Communication, Advertising and Public
Relations at Boston University seeks to hire a Tenure-Track
Assistant Professor whose research advances communication theory
with specialization in marketing communication research, including
media analytics and media management.
 
The department of Mass Communication, Advertising & Public
Relations believes that the cultural and social diversity of our
faculty, staff, and students is vitally important to the
distinction and excellence of our research and academic programs.
To that, we are especially eager to have join our ranks a colleague
who supports our institutional commitment to ensuring BU is
inclusive, equitable, diverse, and a place where all constituents
can thrive. 
 
The successful candidate should have a Ph.D. degree in
communication or a related field, as well as an active program of
social science research and the potential to develop a national or
international reputation as a scholar. This Tenure-Track Assistant
Professor will be a Research Fellow in the university’s
Communication Research Center, which is the College of
Communication’s research lab. Candidates for this position should
have the capacity to teach a variety of undergraduate and graduate
courses in BU’s Media Science and Marketing Communication Research
programs, including classes in research methods, media analytics
and media management.
 
Established in 1947, the College of Communication (COM) at
Boston University is a large college with three departments: Mass
Communication, Advertising and Public Relations; Journalism, and
Film & Television. COM’s student population exceeds 2,200 in
its B.S., M.S., and Ph.D. programs. COM integrates a strong liberal
arts core with a focus on preparing students for careers as
communication professionals. The faculty represents a blend of
award-winning scholars and award-winning practitioners.
 
Located in the “hub of education” and a major media market,
Boston University’s College of Communication offers prospective
faculty members a wealth of opportunities for collaborative efforts
in academic and professional spheres.
 
DO NOT APPLY THROUGH THE BOSTON UNIVERSITY WEBSITE.
 
Interested applicants should provide a curriculum vitae, a
letter of interest and the names, professional titles and email
addresses of three references.
 
Review of applications will begin October 1, 2021 and will
continue until the position is filled. Applications may be sent by
surface mail or, preferably, by email (as a PDF) document to:
 
Laura Cafasso
lcafasso@bu.edu
Administrator
Department of Mass Communication, Advertising and Public
Relations
College of Communication
Boston University
640 Commonwealth Avenue
Boston, MA 02215
 
Boston University is an equal opportunity employer and all
qualified applicants will receive consideration for employment
without regard to race, color, religion, sex, national origin,
disability status, protected veteran status or any other
characteristic protected by law. We are a VEVRAA Federal
Contractor.
 
 
",Faculty Positions,Communications,Other Communications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369651,Tenure-Track Faculty Position in Art and Architecture of the Medieval World,https://jobs.chronicle.com/job/369651/tenure-track-faculty-position-in-art-and-architecture-of-the-medieval-world/,False,College of the Holy Cross,"Massachusetts, United States",Competitive Salary,2021-08-12,"
GENERAL INFORMATION
The Department of Visual Arts at College of the Holy Cross
invites applications for a full-time tenure-track appointment in
the art and architecture of the medieval world, circa 400–1400 CE,
to begin in August 2022. The successful candidate will have
expertise in cross-cultural studies, including Medieval Europe,
Byzantium, the premodern Islamic world, the Silk Road, and others.
A candidate whose work engages with the digital humanities is
desirable. The successful candidate will teach intermediate and
advanced courses within their areas(s) of specialization as well as
global survey courses that serve as gateways to the program.
This position carries a 3-2 teaching load with a full-salary
one-semester research leave prior to tenure review, and generous
sabbatical and fellowship leaves for tenured faculty. Tenure-track
faculty are eligible for travel support and reimbursement of
relocation costs within the College’s published policies. All
full-time appointments offer competitive salaries and include full
benefits. To learn more about faculty life at the College & the
Worcester area, candidates are encouraged to visit http://holycross.edu/join.
QUALIFICATIONS
The successful candidate will be an accomplished and dynamic
teacher, collaborative colleague, and guide and mentor to students.
Applicants must have a Ph.D., a demonstrated and active commitment
to scholarship as reflected in publications, a commitment to
developing extra-curricular activities, and a demonstrated level of
excellence in teaching.
APPLICATION INSTRUCTIONS
Please submit a cover letter addressing the position
requirements listed above, curriculum vitae, statement on teaching,
transcripts, and three confidential letters of recommendation.
In your cover letter, in addition to describing your research
and teaching interests, please address how your scholarship,
teaching, mentoring, and/or service would support the College’s
mission as a Jesuit, undergraduate liberal arts college (see​
​http://holycross.edu/mission​).
The College values cultural and intellectual pluralism as integral
to this mission and essential to the excellence of our academic
program. Thus your application should highlight how your teaching,
scholarship, mentorship, and/or service might support the
commitment to diversity and inclusion. For more information, please
visit http://holycross.edu/diversity​.
The College of the Holy Cross uses Interfolio to collect all
faculty job applications electronically. Please submit all
application materials to https://apply.interfolio.com/92304.
Review of applications will begin on October 6 and continue
until the position has been filled. Initial interviews of selected
applicants will take place in late October and early November. We
will conduct these preliminary interviews by Zoom. Questions about
this position may be directed to Patricia Johnston, Search
Committee Chair, via email: pjohnston@holycross.edu.
COVID-19 VACCINATION POLICY
College of the Holy Cross requires that all faculty and staff
show proof of full vaccination by an FDA-approved COVID-19 vaccine
before beginning employment, unless an exemption from this policy
has been granted. New faculty members believing they need an
accommodation of this policy because of a disability,
sincerely-held religious belief, or otherwise should inform Human
Resources after an offer of employment is extended; please
do not include any medical, genetic, or religious information in
your application materials.
 
EQUAL OPPORTUNITY EMPLOYMENT STATEMENT
The College of the Holy Cross is a highly selective Catholic
liberal arts college in the Jesuit tradition. It enrolls about
3,000 students and is located in Worcester, Massachusetts, a
medium-sized city 45 miles west of Boston. The College seeks
faculty members whose scholarship, teaching, advising, and on- and
off-campus service demonstrate commitment to the educational
benefits of a richly diverse community.
Holy Cross aspires to meet the needs of dual-career couples, in
part through its membership in the Higher Education Consortium of
Central Massachusetts and the New England Higher Education
Recruitment Consortium (http://www.newenglandherc.org).
The College is an Equal Employment Opportunity Employer and
complies with all Federal and Massachusetts laws concerning equal
opportunity and affirmative action in the workplace.
",Faculty Positions,Arts,Art,Art History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369644,Assistant Professor of Public Relations,https://jobs.chronicle.com/job/369644/assistant-professor-of-public-relations/,False,Boston University,"Massachusetts, United States",Salary Not specified,2021-08-12,"
The Department of Mass Communication, Advertising and Public
Relations at Boston University seeks to hire a Tenure-Track
Assistant Professor with a solid research methods background whose
research advances public relations theory.
 
The department of Mass Communication, Advertising & Public
Relations believes that the cultural and social diversity of our
faculty, staff, and students is vitally important to the
distinction and excellence of our research and academic programs.
To that, we are especially eager to have join our ranks a colleague
who supports our institutional commitment to ensuring BU is
inclusive, equitable, diverse, and a place where all constituents
can thrive.
 
The successful candidate should have a Ph.D. degree in
communication or a related field, as well as an active program of
social science research and the potential to develop a national or
international reputation as a public relations scholar. This
Tenure-Track Assistant Professor will be a Research Fellow in the
university’s Communication Research Center, which is the College of
Communication’s research lab. Candidates for this position should
have the capacity to teach a variety of undergraduate and graduate
courses in BU’s Public Relations degree programs.
 
Established in 1947, the College of Communication (COM) at
Boston University is a large college with three departments: Mass
Communication, Advertising and Public Relations; Journalism, and
Film & Television. COM’s student population exceeds 2,200 in
its B.S., M.S., and Ph.D. programs. COM integrates a strong liberal
arts core with a focus on preparing students for careers as
communication professionals. The faculty represents a blend of
award-winning scholars and award-winning practitioners. BU enjoys
an international reputation for excellence in public relations
research and education and is home to the world’s first university
degree program in public relations.
 
Located in the “hub of education” and a major media market,
Boston University’s College of Communication offers prospective
faculty members a wealth of opportunities for collaborative efforts
in academic and professional spheres.
 
DO NOT APPLY THROUGH THE BOSTON UNIVERSITY WEBSITE.
 
Interested applicants should provide a curriculum vitae, a
letter of interest and the names, professional titles and email
addresses of three references.
 
Review of applications will begin October 1, 2021 and will
continue until the position is filled. Applications may be sent by
surface mail or, preferably, by email (as a PDF) document to:
 
Laura Cafasso
lcafasso@bu.edu
Administrator
Department of Mass Communication, Advertising and Public
Relations
College of Communication
Boston University
640 Commonwealth Avenue
Boston, MA 02215
 
Boston University is an equal opportunity employer and all
qualified applicants will receive consideration for employment
without regard to race, color, religion, sex, national origin,
disability status, protected veteran status or any other
characteristic protected by law. We are a VEVRAA Federal
Contractor.
 
 
",Faculty Positions,Communications,Public Relations & Advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369606,Full/Associate Professor,https://jobs.chronicle.com/job/369606/full-associate-professor/,False,University of Maryland at College Park,"Maryland, United States",Salary Not specified,2021-08-12,"
US Immigration History. The Department of
History at the University of Maryland invites applications for a
full-time, tenured position focused on 20th/early 21st century
Asian or African diasporic immigration to the United States at the
rank of Associate or Full Professor. The successful candidate will
work closely with the University of Maryland’s Center for Global
Migration Studies and will be expected to contribute to campus
initiatives on immigration. The starting date for this position is
August 2022, contingent upon funding. 
We especially seek those who approach immigration history from a
global and/or transnational perspective. We will consider any
applicants who focus on history since 1900, but with a particular
interest in work that explores the post-1965 period. The successful
applicant will have a strong research record, the ability to teach
undergraduate and graduate courses and advise students, and a
strong commitment to interdisciplinary and collaborative research
and teaching.  
For best consideration, submit a complete application online by
Nov. 15, 2021. The application should include a letter describing
approach to immigration studies, research interests, teaching
interests and experiences; curriculum vitae; a sample of scholarly
research; and contact information for three people who will submit
letters of reference. Inquiries may be sent to the chair of the
search committee, Professor Julie Greene, at jmg@umd.edu. Applications must be
made online to:  https://ejobs.umd.edu/postings/86020
We seek candidates whose research, teaching, and service have
prepared them to contribute to diversity and inclusion. Applicants
are asked to summarize their past or potential contributions to
diversity in a Statement of Contributions to Diversity or as part
of the cover letter. Contributions might include leadership in
teaching, mentoring, research or service towards building an
equitable and diverse scholarly environment and/or increasing
access or participation of individuals from historically
underrepresented groups.
The University of Maryland, College Park actively subscribes to
a policy of equal employment opportunity, and will not discriminate
against any employee or applicant because of race, age, gender,
color, sexual orientation, physical or mental disability, religion,
national origin, or political affiliation. We strongly encourage
applications from racial and ethnic minorities, and other
individuals who are under-represented in the historical profession,
across race, color, religion, national origin, disability, veteran
status, or sexual orientation and identity. 
Minorities and women are encouraged to apply. 
This search is contingent upon the availability of funds.
",Faculty Positions,Humanities,History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369344,"Faculty, Public Health Sciences",https://jobs.chronicle.com/job/369344/faculty-public-health-sciences/,False,University of North Carolina at Charlotte,"North Carolina, United States",Salary Commensurate with experience,2021-08-12,"
Faculty, Public Health Sciences
The Department of Public Health Sciences, University of North
Carolina at Charlotte invites applications for two tenure-track
faculty positions: (1) The Metrolina Distinguished Professor in
Health & Public Policy, and (2) Assistant Professor of Public
Health Sciences. The Department of Public Health
Sciences includes 30 full-time faculty serving over 2,000
undergraduate and 200 graduate students.
1. The Metrolina Distinguished Professor of Health &
Public Policy offers a senior scholar the opportunity to:
a) lead collaborative, interdisciplinary research in health and
public policy; b) teach courses relevant to health and public
policy; c) foster community-engaged and policy relevant
partnerships; and d) support the Department’s 
mission and vision. Eligible applicants will contribute to the
University’s Diversity Plan at https://diversity.uncc.edu/diversity-plan
Minimum qualifications include an earned doctorate in a
health-or policy related field and eligibility for appointment at
the rank of either Associate Professor or Professor with tenure in
the Department. For more details, visit https://jobs.uncc.edu/postings/36223 
Departmental contact is  Dr. Robert Cramer (rcramer4@uncc.edu). Review of
applications will begin on October 15, 2021 and continue until the
position is filled.
2. The Assistant Professor will: a) engage in
scholarship that advances the Department’s portfolio of health
research and is expected to seek extramural research funding; b)
teach in our BS in Health Systems Management, Master in Health
Administration, and/or PhD in Health Services Research program(s);
c) contribute professional service to the institution, community,
and discipline; and (d) support the Department’s 
mission and vision. Eligible applicants will contribute to the
University’s Diversity Plan at https://diversity.uncc.edu/diversity-plan
Minimum qualifications include an earned doctorate in health
administration, health care management, health services research,
or a related field by August 2022. For more details, visit 
https://jobs.uncc.edu/postings/36290 
Departmental contact is Dr. Laura Gunn (lgunn@uncc.edu). Review of applications
will begin on September 30, 2021 and continue until the position is
filled. 
The University of North Carolina at Charlotte is an EOE/AA
employer and an ADVANCE Institution.
 
",Faculty Positions,Health & Medicine,Other Health & Medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369532,Faculty,https://jobs.chronicle.com/job/369532/faculty/,False,University of Virginia,"Virginia, United States",Salary Commensurate with experience,2021-08-12,"
 
Faculty
The Department of Pharmacology in the School of Medicine at the
University of Virginia invites applications for two open rank
tenured/tenure-track faculty positions. We are interested in
candidates applying multiscale cutting-edge approaches to study the
systems neurobiology of interoceptive physiology and brain-body
interactions: how an organism senses, integrates and regulates its
internal state. Successful candidates will join a highly
collaborative faculty and outstanding research department with
strength in this area. Priority application review will begin
November 1, 2021, and the positions will remain open until
filled.
 
To Apply: Please apply through Workday at the
following URL, https://uva.wd1.myworkdayjobs.com/UVAJobs,
and search for requisition R0026945.
 
The University of Virginia is an Equal
Opportunity/Affirmative Action Employer. Women, minorities,
veterans, and persons with disabilities are encouraged to apply to
any and all postings
",Faculty Positions,Health & Medicine,Pharmacology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
